WKT,GEOID,week_ending,biweekly_average_pm_pred,biweekly_average_pm_var,biweekly_average_o3_pred,biweekly_average_o3_var
"POINT (-766188.624786908 1891860.42316043)",08031000903,2014/01/12,9.86518098188499,9.11667646882053,29.4019425353683,45.3211965037466
"POINT (-767268.273994791 1893322.27668872)",08031000904,2014/01/12,9.85194539456567,9.1030933886379,29.1600678546205,40.6150049891812
"POINT (-766029.281865715 1893204.56542005)",08031000905,2014/01/12,9.93957297956882,9.09751638562182,28.0863247401338,39.2739754470506
"POINT (-764750.057381544 1891586.4218553)",08031001000,2014/01/12,10.3067561155657,9.27150396091432,29.4967660386029,44.3656803590949
"POINT (-763269.311130168 1897720.81693811)",08031001101,2014/01/12,10.3528485482475,9.18205092938827,22.226313876455,5.93214408394411
"POINT (-763444.560652863 1896676.95336067)",08031001102,2014/01/12,10.2925043810632,9.15777678700225,23.4442465649297,13.8970542190329
"POINT (-765140.567276088 1890153.61528698)",08031001301,2014/01/12,10.1643276357864,9.26406134919289,31.1525338083347,50.0508908156452
"POINT (-763902.478086945 1889920.14322833)",08031001302,2014/01/12,10.185911915757,9.25536728511617,31.2607191368874,50.3901218813432
"POINT (-764550.46696992 1888874.3487906)",08031001401,2014/01/12,10.0693762808052,9.26328201845059,32.4727653518407,53.7056669750809
"POINT (-764881.415875623 1888080.94894198)",08031001402,2014/01/12,9.98645005054855,9.27749139564637,33.2869922830233,55.1848549998679
"POINT (-763262.857979551 1887411.33958358)",08031001403,2014/01/12,9.98180971034491,9.30551908742724,34.1273916186075,57.431641656187
"POINT (-761660.407470584 1898440.75973519)",08031001500,2014/01/12,10.505405961445,9.28734384037257,23.198622426763,12.3402052485727
"POINT (-761744.403575175 1896345.88956587)",08031001600,2014/01/12,10.4044230418237,9.2410858926795,24.3623759748905,19.4951958800645
"POINT (-763116.147909712 1895513.06286357)",08031001701,2014/01/12,10.264022478009,9.16009804241079,24.7773745294878,21.9110075233762
"POINT (-762588.1798157 1894527.07929323)",08031001702,2014/01/12,10.2582134951809,9.18030738733935,25.9745993113147,28.4806273536519
"POINT (-762964.830320777 1892969.25312572)",08031001800,2014/01/12,10.1580631712656,9.16784843799039,27.7190154550521,36.9902065790057
"POINT (-764022.568676764 1893319.29174226)",08031001901,2014/01/12,10.0952533294151,9.12778144830773,27.3753653126937,35.4135075236158
"POINT (-763858.17373433 1894726.32785669)",08031001902,2014/01/12,10.1724637820363,9.12871252121094,25.7413335930442,27.2471777134181
"POINT (-762525.40182543 1893423.91529279)",08031002000,2014/01/12,10.2119489059596,9.18492910350792,27.2444360281284,34.7999237242767
"POINT (-763161.449462096 1891214.02994403)",08031002100,2014/01/12,10.3278707486575,9.26479565947063,29.7378586932223,45.2651199305935
"POINT (-760221.006561739 1895567.60731155)",08031002300,2014/01/12,10.4822478239469,9.34114587776365,26.1997679962661,29.6498848050584
"POINT (-761041.176945066 1894917.89170528)",08031002402,2014/01/12,10.3914761218611,9.27369733200411,26.1856735070517,29.5773109440604
"POINT (-761402.539361947 1895343.06956381)",08031002403,2014/01/12,10.3840889962331,9.2522278406107,25.5496872920837,26.2169368118177
"POINT (-761805.694959978 1894293.81674517)",08031002601,2014/01/12,10.3058215579818,9.22218346444282,26.4591080204373,30.9705657209009
"POINT (-761253.686899574 1894199.83400182)",08031002602,2014/01/12,10.3425926304124,9.25655002335554,26.7989710313788,32.6591336525803
"POINT (-761879.874329486 1893437.16197803)",08031002701,2014/01/12,10.2606885356207,9.21887092889836,27.3798028605392,35.4341791395684
"POINT (-761653.890432939 1892697.41365821)",08031002702,2014/01/12,10.5129375889871,9.32016293978077,28.2723654997867,39.4262370048386
"POINT (-761270.529818508 1893378.82193681)",08031002703,2014/01/12,10.5872278573891,9.34912866898087,27.6636261366742,36.7393817534337
"POINT (-761548.521804032 1892042.14159813)",08031002801,2014/01/12,10.4576829742857,9.31367548669445,29.0344460733451,42.5735656175353
"POINT (-762118.325015502 1891400.03158171)",08031002802,2014/01/12,10.3804190627925,9.28831724044784,29.6248924087562,44.8466763089058
"POINT (-761541.469946438 1891082.72880683)",08031002803,2014/01/12,10.3716710945423,9.30705502560551,30.1118262967538,46.6126395378569
"POINT (-762244.745871537 1889846.48063418)",08031002901,2014/01/12,10.2362729784352,9.28543462923665,31.3823006711091,50.7578849830403
"POINT (-761658.991894078 1889539.08240089)",08031002902,2014/01/12,10.2287125185053,9.31066853390015,31.8315215221558,52.0635984140434
"POINT (-762183.547709746 1887902.82273439)",08031003001,2014/01/12,10.0632615622897,9.32352699569408,33.620855214376,56.4349945192716
"POINT (-762287.630384761 1886400.34716713)",08031003002,2014/01/12,9.9242134597276,9.37356292226648,35.337850551238,59.3828962105334
"POINT (-761053.703739518 1887359.22901912)",08031003003,2014/01/12,10.05311336855,9.39661490058894,34.4337495418927,57.9828494808231
"POINT (-761087.40226741 1885964.0889346)",08031003004,2014/01/12,9.92618124885938,9.45646576228403,36.0106471595705,60.2050452647832
"POINT (-760292.41871531 1894714.39915157)",08031003101,2014/01/12,10.4377776345292,9.32830907533502,26.8753007890217,33.031789853484
"POINT (-760351.868100899 1894112.87267582)",08031003102,2014/01/12,10.6844446701137,9.41093795029736,27.397870389047,35.5182596621495
"POINT (-760645.75317961 1893157.03292316)",08031003201,2014/01/12,10.5886970894247,9.37155233916072,28.1878456176031,39.0623585897017
"POINT (-760091.561474879 1893102.62729753)",08031003202,2014/01/12,10.602754878705,9.40063626398899,28.546399375289,40.5856706709375
"POINT (-760532.834285293 1891763.19432564)",08031003203,2014/01/12,10.4674047262368,9.35836153846621,29.7113716059496,45.1674822520835
"POINT (-759174.479891957 1892401.31733629)",08031003300,2014/01/12,10.5711404880897,9.45310148524702,29.7959180609888,45.4781239565731
"POINT (-760714.704528125 1890600.22458283)",08031003401,2014/01/12,10.3566171573445,9.34746258580283,30.9029268433825,49.2723423719786
"POINT (-760804.740684511 1888941.36314506)",08031003402,2014/01/12,10.2042144728113,9.36456966296263,32.715044744206,54.3878093583861
"POINT (-759177.559385847 1898413.72029887)",08031003500,2014/01/12,10.6887625226744,9.49165056410234,26.0651039161871,28.9531242560613
"POINT (-760075.995372733 1896772.41184214)",08031003601,2014/01/12,10.5479606831029,9.3706363758343,25.5134530135411,26.0204407291857
"POINT (-758711.602656888 1896668.84198998)",08031003602,2014/01/12,10.6444044772987,9.49653670655542,26.9958509368086,33.6154231837587
"POINT (-758836.876805673 1895453.91668353)",08031003603,2014/01/12,10.5796678351089,9.46490689356764,27.5282760387975,36.1211163456799
"POINT (-758946.879452619 1894238.61491865)",08031003701,2014/01/12,10.7436038803094,9.50401007865698,28.3238509055031,39.6464439344117
"POINT (-759398.874854845 1893257.09529624)",08031003702,2014/01/12,10.6402540748184,9.44845176819666,28.8388096376808,41.7885530040549
"POINT (-758614.737704518 1893137.5917392)",08031003703,2014/01/12,10.6562697414361,9.50703273667467,29.513293036875,44.4281059052735
"POINT (-759150.776669316 1891304.06084929)",08031003800,2014/01/12,10.4734188962239,9.45117008446284,30.88747407916,49.2228719242023
"POINT (-759399.210010653 1889707.7248291)",08031003901,2014/01/12,10.3213905064546,9.44729460598976,32.40661000369,53.6131692853934
"POINT (-759495.051065392 1888077.75024703)",08031003902,2014/01/12,10.1713742885107,9.48203207041086,34.1140718474695,57.4067945409377
"POINT (-759796.549851083 1884743.10806432)",08031004002,2014/01/12,9.86051323359662,9.62616537770136,36.2778707971738,60.805431651908
"POINT (-758244.44703429 1884523.9642366)",08031004003,2014/01/12,9.11463995040225,9.18460140008726,36.2778707971738,60.805431651908
"POINT (-757585.295505442 1883074.80394661)",08031004004,2014/01/12,8.90625439035306,9.21611907819908,36.2778707971738,60.805431651908
"POINT (-759644.338655629 1887078.27431191)",08031004005,2014/01/12,10.076213517635,9.50877477835236,35.1520753568769,59.1228497060811
"POINT (-759703.105735536 1886130.25429081)",08031004006,2014/01/12,9.9887616793044,9.55016838625442,36.2160160299364,60.7407644647568
"POINT (-757081.968456744 1897450.20936535)",08031004101,2014/01/12,10.8001826514375,9.69965832294439,28.1745024637088,40.9957514372736
"POINT (-755495.629770261 1896998.26029289)",08031004102,2014/01/12,11.1067328138086,9.95354351801428,29.9624432212154,48.2984811472957
"POINT (-757247.441971463 1895305.21422783)",08031004103,2014/01/12,10.8966934036323,9.68662517667792,29.1919037781,43.1938680892656
"POINT (-755678.474263139 1895156.42807912)",08031004104,2014/01/12,10.9364422481005,9.86183216467601,30.3657001196216,49.7454463871851
"POINT (-751891.735809772 1897129.74117282)",08031004106,2014/01/12,11.2388686014741,10.5223908291234,33.8253988523942,59.1328419096722
"POINT (-753885.244523157 1897174.80263756)",08031004107,2014/01/12,11.1764184152467,10.1860317491939,31.6641287837944,53.9040765883253
