GEOID,total_crimes,total_violent,total_property,avg_total_crimes,avg_violent_crimes,avg_property_crimes,pop,crime_rate,violent_rate,property_rate
PUEBLO,3648,528,3120,0.159322181945233,0.0230597894920732,0.1362623924531598,75743.2,0.002103451952719624,3.0444699315678765e-4,0.001799004959562836
RANGELY,150,42,108,0.006551076560248068,0.0018343014368694588,0.004716775123378609,2387.2,0.0027442512400502965,7.68390347214083e-4,0.0019758608928362137
RIFLE,829,168,661,0.03620561645630432,0.007337205747477835,0.028868410708826484,9420,0.00384348370024462,7.788965761653752e-4,0.003064587124079245
RIO,19,NA,19,8.298030309647552e-4,NA,8.298030309647552e-4,-6,NA,NA,NA
ROCKY,1,NA,1,4.367384373498712e-5,NA,4.367384373498712e-5,-6,NA,NA,NA
ROUTT,307,67,240,0.013407870026641044,0.002926147530244137,0.010481722496396909,8819.5,0.0015202528518216503,3.317815670099367e-4,0.0011884712848117137
SAGUACHE,206,56,150,0.008996811809407345,0.0024457352491592784,0.006551076560248068,4355.6,0.0020655734707979026,5.61515118275158e-4,0.0015040583525227447
SAN,126,NA,126,0.005502904310608377,NA,0.005502904310608377,-6,NA,NA,NA
SEDGWICK,160,37,123,0.0069878149975979385,0.0016159322181945233,0.005371882779403416,2368.6,0.002950187873679785,6.822309457884503e-4,0.0022679569278913347
SEVERANCE,107,37,70,0.0046731012796436214,0.0016159322181945233,0.003057169061449098,3369,0.0013870885365519802,4.7964743787311465e-4,9.074410986788656e-4
