GEOID,total_crimes,total_violent,total_property,avg_total_crimes,avg_violent_crimes,avg_property_crimes,pop,crime_rate,violent_rate,property_rate
SHERIDAN,3260,389,2871,0.14237673057605799,0.01698912521290999,0.125387605363148,5917.4,0.024060690603315307,0.002871045596530569,0.02118964500678474
SILT,337,58,279,0.014718085338690658,0.0025330829366292528,0.012185002402061405,2940,0.0050061514757451225,8.615928355881812e-4,0.004144558640156941
SILVERTHORNE,879,137,742,0.03838930864305368,0.005983316591693235,0.03240599205136044,3990.4,0.00962041615954633,0.0014994277745823063,0.008120988384964023
SNOWMASS,276,NA,276,0.012053980870856445,NA,0.012053980870856445,-6,NA,NA,NA
SOUTH,27,NA,27,0.0011791937808446522,NA,0.0011791937808446522,-6,NA,NA,NA
SPRINGFIELD,44,10,34,0.0019216491243394332,4.3673843734987115e-4,0.001484910686989562,1453.6666666666667,0.0013219324404994952,3.004391910226126e-4,0.0010214932494768828
STEAMBOAT,1766,NA,1766,0.07712800803598725,NA,0.07712800803598725,-6,NA,NA,NA
STERLING,3106,505,2601,0.13565095864086998,0.022055291086168494,0.11359566755470149,14350.8,0.009452501507990494,0.001536868403585061,0.007915633104405432
STRATTON,29,4,25,0.0012665414683146264,1.7469537493994847e-4,0.0010918460933746778,674.5,0.001877748655766681,2.5899981458850775e-4,0.0016187488411781733
SUMMIT,2242,522,1720,0.09791675765384111,0.022797746429663274,0.07511901122417784,15514.4,0.006311346726514794,0.0014694571771814106,0.004841889549333383
TELLER,222,107,115,0.00969559330916714,0.0046731012796436214,0.005022492029523518,14795.8,6.552936177271348e-4,3.1583971665226764e-4,3.394539010748671e-4
TELLURIDE,255,36,219,0.011136830152421714,0.0015722583744595363,0.009564571777962178,2372,0.004695122323955191,6.62840798676027e-4,0.004032281525279164
THORNTON,17325,2835,14490,0.7566493427086518,0.12381534698868847,0.6328339957199633,126110.66666666667,0.0059998837743726555,9.817991630791617e-4,0.005018084611293493
TRINIDAD,881,167,714,0.03847665633052365,0.007293531903742849,0.0311831244267808,8853.666666666666,0.004345844245004742,8.237865935480045e-4,0.003522057651456738
VAIL,2630,222,2408,0.11486220902301611,0.00969559330916714,0.10516661571384897,5218.2,0.022011844893452936,0.001858034055645077,0.020153810837807862
VICTOR,1,1,NA,4.367384373498712e-5,4.367384373498712e-5,NA,396,1.102874841792604e-4,1.102874841792604e-4,NA
WALSENBURG,120,27,93,0.005240861248198454,0.0011791937808446522,0.004061667467353802,3146.75,0.0016654838319531116,3.7473386218945013e-4,0.0012907499697636614
WALSH,17,11,6,7.42455343494781e-4,4.804122810848583e-4,2.620430624099227e-4,544.6666666666666,0.0013631371055595734,8.820298918326652e-4,4.811072137269083e-4
WASHINGTON,324,73,251,0.014150325370135825,0.0031881905926540595,0.010962134777481767,4731,0.0029909797865431886,6.738935938816443e-4,0.002317086192661544
WELD,3596,893,2703,0.15705114207101367,0.0390007424553435,0.11805039961567018,46278,0.0033936458375689025,8.42749091476371e-4,0.002550896746092532
WESTMINSTER,13209,1845,11364,0.5768878018954449,0.08057824169105123,0.4963095602043936,65552.8,0.008800353331901076,0.0012292112875582923,0.007571142044342783
WHEAT,6502,NA,6502,0.2839673319648862,NA,0.2839673319648862,-6,NA,NA,NA
WINDSOR,388,29,359,0.016945451369175,0.0012665414683146264,0.015678909900860374,15197.666666666666,0.0011150034897358147,8.333788969674905e-5,0.0010316656000390657
WOODLAND,5,NA,5,2.1836921867493558e-4,NA,2.1836921867493558e-4,-6,NA,NA,NA
WRAY,43,17,26,0.001877975280604446,7.42455343494781e-4,0.001135519937109665,2312.75,8.120096338144831e-4,3.210270645313073e-4,4.909825692831759e-4
YUMA,46,4,42,0.0020089968118094073,1.7469537493994847e-4,0.0018343014368694588,4265,4.710426287947028e-4,4.096022859084372e-5,4.30082400203859e-4
