WKT,GEOID,week_ending,biweekly_average_pm_pred,biweekly_average_pm_var
"POINT (-765140.567276088 1890153.61528698)",08031001301,2014/07/27,9.68026285303496,0.691082382326769
"POINT (-765140.567276088 1890153.61528698)",08031001301,2014/08/10,7.00285838316338,1.47087966059968
"POINT (-765140.567276088 1890153.61528698)",08031001301,2014/08/24,6.67077468454206,0.561726625443426
"POINT (-765140.567276088 1890153.61528698)",08031001301,2014/09/07,6.94393252973699,0.938474090306122
"POINT (-765140.567276088 1890153.61528698)",08031001301,2014/09/21,6.86888740627988,1.46839529046381
"POINT (-765140.567276088 1890153.61528698)",08031001301,2014/10/05,6.2347871532001,1.0023097220826
"POINT (-765140.567276088 1890153.61528698)",08031001301,2014/10/19,6.38884970462803,1.86392449996211
"POINT (-765140.567276088 1890153.61528698)",08031001301,2014/11/02,8.34948499705414,2.45471846874847
"POINT (-765140.567276088 1890153.61528698)",08031001301,2014/11/16,8.38070922424154,6.41708565853152
"POINT (-765140.567276088 1890153.61528698)",08031001301,2014/11/30,6.62803371906707,1.11338456290854
"POINT (-765140.567276088 1890153.61528698)",08031001301,2014/12/14,13.865347803346,8.41117923388709
"POINT (-765140.567276088 1890153.61528698)",08031001301,2014/12/28,10.5302473348077,2.24379831159336
"POINT (-763902.478086945 1889920.14322833)",08031001302,2014/01/12,10.185911915757,9.25536728511617
"POINT (-763902.478086945 1889920.14322833)",08031001302,2014/01/26,5.91596855670144,1.76495206760749
"POINT (-763902.478086945 1889920.14322833)",08031001302,2014/02/09,11.9299268131765,22.5856121642097
"POINT (-763902.478086945 1889920.14322833)",08031001302,2014/02/23,11.3587823902867,19.9374573261236
"POINT (-763902.478086945 1889920.14322833)",08031001302,2014/03/09,10.7999791717457,2.02193812934386
"POINT (-763902.478086945 1889920.14322833)",08031001302,2014/03/23,4.08718396890865,0.557815647268773
"POINT (-763902.478086945 1889920.14322833)",08031001302,2014/04/06,5.76807558518001,1.14524679428416
"POINT (-763902.478086945 1889920.14322833)",08031001302,2014/04/20,5.55840496290287,0.93308758220215
"POINT (-763902.478086945 1889920.14322833)",08031001302,2014/05/04,4.857893238861,0.944809373905619
"POINT (-763902.478086945 1889920.14322833)",08031001302,2014/05/18,5.62635586547084,0.309931856432734
"POINT (-763902.478086945 1889920.14322833)",08031001302,2014/06/01,6.16634478650646,0.621477454930747
"POINT (-763902.478086945 1889920.14322833)",08031001302,2014/06/15,7.34930680920771,1.09438478257795
"POINT (-763902.478086945 1889920.14322833)",08031001302,2014/06/29,7.04502783373321,0.146317271158154
"POINT (-763902.478086945 1889920.14322833)",08031001302,2014/07/13,9.98163276624203,4.29601480285243
"POINT (-763902.478086945 1889920.14322833)",08031001302,2014/07/27,9.51424614254701,0.821851749105534
"POINT (-763902.478086945 1889920.14322833)",08031001302,2014/08/10,7.00354588153375,1.46980926823538
"POINT (-763902.478086945 1889920.14322833)",08031001302,2014/08/24,6.66388264123554,0.562675263493791
"POINT (-763902.478086945 1889920.14322833)",08031001302,2014/09/07,6.82686894355611,1.0301755260751
"POINT (-763902.478086945 1889920.14322833)",08031001302,2014/09/21,6.80471470934598,1.49753659413419
"POINT (-763902.478086945 1889920.14322833)",08031001302,2014/10/05,6.24135155584962,1.00080406079255
"POINT (-763902.478086945 1889920.14322833)",08031001302,2014/10/19,6.3951403559773,1.86042880746544
"POINT (-763902.478086945 1889920.14322833)",08031001302,2014/11/02,8.32281495982784,2.46855250221392
"POINT (-763902.478086945 1889920.14322833)",08031001302,2014/11/16,8.34077375550649,6.44038002147646
"POINT (-763902.478086945 1889920.14322833)",08031001302,2014/11/30,6.59316836566556,1.15769710264251
"POINT (-763902.478086945 1889920.14322833)",08031001302,2014/12/14,13.8867706713287,8.3927425971452
"POINT (-763902.478086945 1889920.14322833)",08031001302,2014/12/28,10.4808054855846,2.33151650208494
"POINT (-764550.46696992 1888874.3487906)",08031001401,2014/01/12,10.0693762808052,9.26328201845059
"POINT (-764550.46696992 1888874.3487906)",08031001401,2014/01/26,5.89174837215146,1.76606705731817
"POINT (-764550.46696992 1888874.3487906)",08031001401,2014/02/09,13.3535487253173,27.4106186444531
"POINT (-764550.46696992 1888874.3487906)",08031001401,2014/02/23,10.8822411945876,20.2897305669053
"POINT (-764550.46696992 1888874.3487906)",08031001401,2014/03/09,10.5841598369698,2.29088861303147
"POINT (-764550.46696992 1888874.3487906)",08031001401,2014/03/23,3.90449448382903,0.715688347712659
"POINT (-764550.46696992 1888874.3487906)",08031001401,2014/04/06,5.61355759779836,1.19694064093057
"POINT (-764550.46696992 1888874.3487906)",08031001401,2014/04/20,5.31850181142592,1.03723857113496
"POINT (-764550.46696992 1888874.3487906)",08031001401,2014/05/04,4.61731629648029,1.05934212115476
"POINT (-764550.46696992 1888874.3487906)",08031001401,2014/05/18,5.54035945538689,0.355580344423474
"POINT (-764550.46696992 1888874.3487906)",08031001401,2014/06/01,6.09453093998075,0.627865344319346
"POINT (-764550.46696992 1888874.3487906)",08031001401,2014/06/15,7.30108823534269,1.10252238020712
"POINT (-764550.46696992 1888874.3487906)",08031001401,2014/06/29,6.83253584946906,0.211106801394231
"POINT (-764550.46696992 1888874.3487906)",08031001401,2014/07/13,9.94640428502718,4.31450885761333
"POINT (-764550.46696992 1888874.3487906)",08031001401,2014/07/27,9.45355268352105,1.09418459392121
"POINT (-764550.46696992 1888874.3487906)",08031001401,2014/08/10,6.97859865233376,1.4710876738784
"POINT (-764550.46696992 1888874.3487906)",08031001401,2014/08/24,6.53094458818887,0.577250943553807
"POINT (-764550.46696992 1888874.3487906)",08031001401,2014/09/07,6.4341240439566,1.2373757741114
"POINT (-764550.46696992 1888874.3487906)",08031001401,2014/09/21,6.59400020469985,1.63695043222562
"POINT (-764550.46696992 1888874.3487906)",08031001401,2014/10/05,6.10756637118493,1.02659234472804
"POINT (-764550.46696992 1888874.3487906)",08031001401,2014/10/19,6.3108710359621,1.87667407502617
"POINT (-764550.46696992 1888874.3487906)",08031001401,2014/11/02,8.09450661302652,2.61096825066438
"POINT (-764550.46696992 1888874.3487906)",08031001401,2014/11/16,8.28433974595549,6.55731150660052
"POINT (-764550.46696992 1888874.3487906)",08031001401,2014/11/30,6.39944111305204,1.33199788196614
"POINT (-764550.46696992 1888874.3487906)",08031001401,2014/12/14,13.6802029849053,8.4024780144743
"POINT (-764550.46696992 1888874.3487906)",08031001401,2014/12/28,10.1200362684283,2.66401382925853
"POINT (-764881.415875623 1888080.94894198)",08031001402,2014/01/12,9.98645005054855,9.27749139564637
"POINT (-764881.415875623 1888080.94894198)",08031001402,2014/01/26,5.87447352426073,1.76796319246341
"POINT (-764881.415875623 1888080.94894198)",08031001402,2014/02/09,14.2840880296238,29.7695842163794
"POINT (-764881.415875623 1888080.94894198)",08031001402,2014/02/23,10.5039744856656,20.5412263242701
"POINT (-764881.415875623 1888080.94894198)",08031001402,2014/03/09,10.3810087410152,2.44807489238525
"POINT (-764881.415875623 1888080.94894198)",08031001402,2014/03/23,3.79641260262383,0.804802369877858
"POINT (-764881.415875623 1888080.94894198)",08031001402,2014/04/06,5.54493117376227,1.21477835884133
"POINT (-764881.415875623 1888080.94894198)",08031001402,2014/04/20,5.19613166002646,1.07475452839614
"POINT (-764881.415875623 1888080.94894198)",08031001402,2014/05/04,4.49316939920601,1.10199051496277
"POINT (-764881.415875623 1888080.94894198)",08031001402,2014/05/18,5.47254789660212,0.381137913684856
"POINT (-764881.415875623 1888080.94894198)",08031001402,2014/06/01,6.03998539383355,0.632678985630318
"POINT (-764881.415875623 1888080.94894198)",08031001402,2014/06/15,7.26439476576291,1.10859841277947
"POINT (-764881.415875623 1888080.94894198)",08031001402,2014/06/29,6.67252345831914,0.265495910414548
"POINT (-764881.415875623 1888080.94894198)",08031001402,2014/07/13,9.91935836035492,4.32758937194531
"POINT (-764881.415875623 1888080.94894198)",08031001402,2014/07/27,9.35706899954531,1.26795766226149
"POINT (-764881.415875623 1888080.94894198)",08031001402,2014/08/10,6.96033168631933,1.47312790662291
"POINT (-764881.415875623 1888080.94894198)",08031001402,2014/08/24,6.42622878105574,0.588685094271108
"POINT (-764881.415875623 1888080.94894198)",08031001402,2014/09/07,6.2048821471506,1.32816758970936
"POINT (-764881.415875623 1888080.94894198)",08031001402,2014/09/21,6.44032492289671,1.71149363151305
"POINT (-764881.415875623 1888080.94894198)",08031001402,2014/10/05,6.00454803186113,1.04490710010876
"POINT (-764881.415875623 1888080.94894198)",08031001402,2014/10/19,6.24530211605521,1.88892075155906
"POINT (-764881.415875623 1888080.94894198)",08031001402,2014/11/02,7.91553324942566,2.69559835121807
"POINT (-764881.415875623 1888080.94894198)",08031001402,2014/11/16,8.2458634700769,6.61120008479309
"POINT (-764881.415875623 1888080.94894198)",08031001402,2014/11/30,6.24409293658565,1.43354661243721
"POINT (-764881.415875623 1888080.94894198)",08031001402,2014/12/14,13.5312762235895,8.42091089979031
"POINT (-764881.415875623 1888080.94894198)",08031001402,2014/12/28,9.83052264775661,2.86063155453666
"POINT (-763262.857979551 1887411.33958358)",08031001403,2014/01/12,9.98180971034491,9.30551908742724
"POINT (-763262.857979551 1887411.33958358)",08031001403,2014/01/26,5.87301639128578,1.7708731096699
"POINT (-763262.857979551 1887411.33958358)",08031001403,2014/02/09,15.0235044057363,31.174409627128
"POINT (-763262.857979551 1887411.33958358)",08031001403,2014/02/23,10.2957771629059,20.9067909560505
"POINT (-763262.857979551 1887411.33958358)",08031001403,2014/03/09,10.1738143236056,2.61574335241984
"POINT (-763262.857979551 1887411.33958358)",08031001403,2014/03/23,3.73565724432958,0.862640084772305
"POINT (-763262.857979551 1887411.33958358)",08031001403,2014/04/06,5.50614288945951,1.22302273644897
"POINT (-763262.857979551 1887411.33958358)",08031001403,2014/04/20,5.12158698431182,1.0918579804184
"POINT (-763262.857979551 1887411.33958358)",08031001403,2014/05/04,4.41762798387571,1.12191121396951
"POINT (-763262.857979551 1887411.33958358)",08031001403,2014/05/18,5.34901218185382,0.420045304600561
"POINT (-763262.857979551 1887411.33958358)",08031001403,2014/06/01,6.01685493933671,0.644447118078578
"POINT (-763262.857979551 1887411.33958358)",08031001403,2014/06/15,7.25141559228058,1.11515067701232
"POINT (-763262.857979551 1887411.33958358)",08031001403,2014/06/29,6.59797330171048,0.380033121550886
"POINT (-763262.857979551 1887411.33958358)",08031001403,2014/07/13,9.90410811095599,4.33894873933652
"POINT (-763262.857979551 1887411.33958358)",08031001403,2014/07/27,9.19975168996351,1.40262454453183
"POINT (-763262.857979551 1887411.33958358)",08031001403,2014/08/10,6.95351584854179,1.47658166081855
"POINT (-763262.857979551 1887411.33958358)",08031001403,2014/08/24,6.36866684352284,0.626958090507125
"POINT (-763262.857979551 1887411.33958358)",08031001403,2014/09/07,6.05596532514769,1.37309171796591
"POINT (-763262.857979551 1887411.33958358)",08031001403,2014/09/21,6.318395455644,1.76764861610784
"POINT (-763262.857979551 1887411.33958358)",08031001403,2014/10/05,5.96636118391253,1.07811075592257
"POINT (-763262.857979551 1887411.33958358)",08031001403,2014/10/19,6.2240317284812,1.90621895039485
"POINT (-763262.857979551 1887411.33958358)",08031001403,2014/11/02,7.82443332426582,2.79313711511667
"POINT (-763262.857979551 1887411.33958358)",08031001403,2014/11/16,8.21390811448086,6.64090176029136
"POINT (-763262.857979551 1887411.33958358)",08031001403,2014/11/30,6.16047444138788,1.54557804731099
"POINT (-763262.857979551 1887411.33958358)",08031001403,2014/12/14,13.4983035487557,8.48054711439131
"POINT (-763262.857979551 1887411.33958358)",08031001403,2014/12/28,9.66160069528343,3.11291135068659
"POINT (-761660.407470584 1898440.75973519)",08031001500,2014/01/12,10.505405961445,9.28734384037257
"POINT (-761660.407470584 1898440.75973519)",08031001500,2014/01/26,6.15899110106105,1.75702403828925
"POINT (-761660.407470584 1898440.75973519)",08031001500,2014/02/09,18.3211200635375,6.96313900284187
"POINT (-761660.407470584 1898440.75973519)",08031001500,2014/02/23,13.4673948417431,18.5383086673071
"POINT (-761660.407470584 1898440.75973519)",08031001500,2014/03/09,9.45008980175933,1.14187326058619
"POINT (-761660.407470584 1898440.75973519)",08031001500,2014/03/23,3.40318586337078,0.14190572031168
"POINT (-761660.407470584 1898440.75973519)",08031001500,2014/04/06,5.0006079592243,0.733039918121756
"POINT (-761660.407470584 1898440.75973519)",08031001500,2014/04/20,4.72579832344183,0.387818441865764
"POINT (-761660.407470584 1898440.75973519)",08031001500,2014/05/04,3.84139746625379,0.38038572422315
"POINT (-761660.407470584 1898440.75973519)",08031001500,2014/05/18,5.08259216148194,0.158375585170468
"POINT (-761660.407470584 1898440.75973519)",08031001500,2014/06/01,6.45283831312437,0.610572963971405
"POINT (-761660.407470584 1898440.75973519)",08031001500,2014/06/15,7.52953579155952,1.06780400986775
"POINT (-761660.407470584 1898440.75973519)",08031001500,2014/06/29,7.49598425526643,0.0135324112929677
"POINT (-761660.407470584 1898440.75973519)",08031001500,2014/07/13,10.006995624505,4.22541023910262
"POINT (-761660.407470584 1898440.75973519)",08031001500,2014/07/27,9.78149339094447,0.178905005940631
"POINT (-761660.407470584 1898440.75973519)",08031001500,2014/08/10,6.93723194882237,1.47051953042477
"POINT (-761660.407470584 1898440.75973519)",08031001500,2014/08/24,7.33287237634852,0.485178109688161
"POINT (-761660.407470584 1898440.75973519)",08031001500,2014/09/07,5.72958702618456,0.324280423192515
"POINT (-761660.407470584 1898440.75973519)",08031001500,2014/09/21,5.96593272698837,0.971270324028577
"POINT (-761660.407470584 1898440.75973519)",08031001500,2014/10/05,6.91057468602811,0.891773378143667
"POINT (-761660.407470584 1898440.75973519)",08031001500,2014/10/19,6.68588266744097,1.81768419546134
"POINT (-761660.407470584 1898440.75973519)",08031001500,2014/11/02,8.80271888231991,1.97515178592979
"POINT (-761660.407470584 1898440.75973519)",08031001500,2014/11/16,7.87568980762978,5.88666467993463
"POINT (-761660.407470584 1898440.75973519)",08031001500,2014/11/30,6.13482028764193,0.585893976798749
"POINT (-761660.407470584 1898440.75973519)",08031001500,2014/12/14,14.5236217749557,8.55492874360594
"POINT (-761660.407470584 1898440.75973519)",08031001500,2014/12/28,9.15396132144424,1.24672476612011
"POINT (-761744.403575175 1896345.88956587)",08031001600,2014/01/12,10.4044230418237,9.2410858926795
"POINT (-761744.403575175 1896345.88956587)",08031001600,2014/01/26,6.11095271275719,1.75098095363618
"POINT (-761744.403575175 1896345.88956587)",08031001600,2014/02/09,16.454397930099,2.68167066264672
"POINT (-761744.403575175 1896345.88956587)",08031001600,2014/02/23,13.2641600198897,18.4005462895788
"POINT (-761744.403575175 1896345.88956587)",08031001600,2014/03/09,9.84876715837382,0.986963604510575
"POINT (-761744.403575175 1896345.88956587)",08031001600,2014/03/23,3.93506229213693,0.0406986556289388
"POINT (-761744.403575175 1896345.88956587)",08031001600,2014/04/06,5.31221478063372,0.539000936232396
"POINT (-761744.403575175 1896345.88956587)",08031001600,2014/04/20,4.80895241401841,0.196870745233663
"POINT (-761744.403575175 1896345.88956587)",08031001600,2014/05/04,4.22688126925038,0.187697846150724
"POINT (-761744.403575175 1896345.88956587)",08031001600,2014/05/18,5.20390422416178,0.123670223757515
"POINT (-761744.403575175 1896345.88956587)",08031001600,2014/06/01,6.42289116254503,0.603482544437149
"POINT (-761744.403575175 1896345.88956587)",08031001600,2014/06/15,7.50261718410298,1.06154316384793
"POINT (-761744.403575175 1896345.88956587)",08031001600,2014/06/29,7.63909460563981,0.00346274110810075
"POINT (-761744.403575175 1896345.88956587)",08031001600,2014/07/13,9.97818553718294,4.20289446094176
"POINT (-761744.403575175 1896345.88956587)",08031001600,2014/07/27,9.38416444642162,0.0465389990374837
"POINT (-761744.403575175 1896345.88956587)",08031001600,2014/08/10,6.93335327704826,1.46396100122696
"POINT (-761744.403575175 1896345.88956587)",08031001600,2014/08/24,7.24064098020093,0.482978165515586
"POINT (-761744.403575175 1896345.88956587)",08031001600,2014/09/07,6.29406712691987,0.114196187108643
"POINT (-761744.403575175 1896345.88956587)",08031001600,2014/09/21,6.30284385764851,0.818799881473657
"POINT (-761744.403575175 1896345.88956587)",08031001600,2014/10/05,6.81189339558985,0.884221513621581
"POINT (-761744.403575175 1896345.88956587)",08031001600,2014/10/19,6.66191738666739,1.80342946451998
"POINT (-761744.403575175 1896345.88956587)",08031001600,2014/11/02,8.61676822052789,1.87055624964983
"POINT (-761744.403575175 1896345.88956587)",08031001600,2014/11/16,7.70851770819194,5.72331769273599
"POINT (-761744.403575175 1896345.88956587)",08031001600,2014/11/30,6.11944864727888,0.458310555628035
"POINT (-761744.403575175 1896345.88956587)",08031001600,2014/12/14,14.3878365475163,8.48821172421144
"POINT (-761744.403575175 1896345.88956587)",08031001600,2014/12/28,9.71739293290133,1.03060005691177
"POINT (-763116.147909712 1895513.06286357)",08031001701,2014/01/12,10.264022478009,9.16009804241079
"POINT (-763116.147909712 1895513.06286357)",08031001701,2014/01/26,6.08676482590317,1.74188647868389
"POINT (-763116.147909712 1895513.06286357)",08031001701,2014/02/09,13.6059060530113,2.7009906790959
"POINT (-763116.147909712 1895513.06286357)",08031001701,2014/02/23,13.1573748575014,18.4423825790284
"POINT (-763116.147909712 1895513.06286357)",08031001701,2014/03/09,10.2439069701155,0.907757788377623
"POINT (-763116.147909712 1895513.06286357)",08031001701,2014/03/23,4.18002413624067,0.0458020094214557
"POINT (-763116.147909712 1895513.06286357)",08031001701,2014/04/06,5.71833683091058,0.485158612908909
"POINT (-763116.147909712 1895513.06286357)",08031001701,2014/04/20,5.3374259255658,0.182112483943173
"POINT (-763116.147909712 1895513.06286357)",08031001701,2014/05/04,4.76550479106712,0.1749150734023
"POINT (-763116.147909712 1895513.06286357)",08031001701,2014/05/18,5.4465930369866,0.110765382795507
"POINT (-763116.147909712 1895513.06286357)",08031001701,2014/06/01,6.36455461567166,0.597249448348455
"POINT (-763116.147909712 1895513.06286357)",08031001701,2014/06/15,7.47822299967989,1.06098117776946
"POINT (-763116.147909712 1895513.06286357)",08031001701,2014/06/29,7.72742113619094,0.00424754912118736
"POINT (-763116.147909712 1895513.06286357)",08031001701,2014/07/13,9.97209019387102,4.19086781178894
"POINT (-763116.147909712 1895513.06286357)",08031001701,2014/07/27,9.74500117738718,0.0544526991386723
"POINT (-763116.147909712 1895513.06286357)",08031001701,2014/08/10,6.90574297720451,1.45432014517398
"POINT (-763116.147909712 1895513.06286357)",08031001701,2014/08/24,7.17582604302951,0.483534325428971
"POINT (-763116.147909712 1895513.06286357)",08031001701,2014/09/07,7.01212222772046,0.119385910975382
"POINT (-763116.147909712 1895513.06286357)",08031001701,2014/09/21,6.67495842220218,0.758586904234255
"POINT (-763116.147909712 1895513.06286357)",08031001701,2014/10/05,6.73530349905088,0.885659773967987
"POINT (-763116.147909712 1895513.06286357)",08031001701,2014/10/19,6.63055261596818,1.80212888539854
"POINT (-763116.147909712 1895513.06286357)",08031001701,2014/11/02,8.65092966856581,1.8147958584922
"POINT (-763116.147909712 1895513.06286357)",08031001701,2014/11/16,7.8550735689949,5.63600297451826
"POINT (-763116.147909712 1895513.06286357)",08031001701,2014/11/30,6.26937554825009,0.412562455121398
"POINT (-763116.147909712 1895513.06286357)",08031001701,2014/12/14,14.0767111857273,8.35885879661057
"POINT (-763116.147909712 1895513.06286357)",08031001701,2014/12/28,10.2262229441758,0.930765424724746
"POINT (-762588.1798157 1894527.07929323)",08031001702,2014/01/12,10.2582134951809,9.18030738733935
"POINT (-762588.1798157 1894527.07929323)",08031001702,2014/01/26,6.06618703542616,1.7441177784408
"POINT (-762588.1798157 1894527.07929323)",08031001702,2014/02/09,12.425593988568,1.0239887865123
"POINT (-762588.1798157 1894527.07929323)",08031001702,2014/02/23,12.9565784078065,18.5612736291461
"POINT (-762588.1798157 1894527.07929323)",08031001702,2014/03/09,10.4656585895679,0.862031933211468
"POINT (-762588.1798157 1894527.07929323)",08031001702,2014/03/23,4.42262328823838,0.0137626185645626
"POINT (-762588.1798157 1894527.07929323)",08031001702,2014/04/06,5.91968452571271,0.32506606070791
"POINT (-762588.1798157 1894527.07929323)",08031001702,2014/04/20,5.50733520828749,0.0843115245826712
"POINT (-762588.1798157 1894527.07929323)",08031001702,2014/05/04,5.02289264676616,0.0793216993208437
"POINT (-762588.1798157 1894527.07929323)",08031001702,2014/05/18,5.52696700309959,0.093366816525789
"POINT (-762588.1798157 1894527.07929323)",08031001702,2014/06/01,6.36603299865212,0.599683523205571
"POINT (-762588.1798157 1894527.07929323)",08031001702,2014/06/15,7.46071136662211,1.06222683167667
"POINT (-762588.1798157 1894527.07929323)",08031001702,2014/06/29,7.65785852188893,0.00109122246902602
"POINT (-762588.1798157 1894527.07929323)",08031001702,2014/07/13,9.95834642522242,4.1936084602748
"POINT (-762588.1798157 1894527.07929323)",08031001702,2014/07/27,9.36778817575229,0.0152484285801217
"POINT (-762588.1798157 1894527.07929323)",08031001702,2014/08/10,6.91404477007523,1.45640357474192
"POINT (-762588.1798157 1894527.07929323)",08031001702,2014/08/24,7.11917292973939,0.492395230582846
"POINT (-762588.1798157 1894527.07929323)",08031001702,2014/09/07,7.25714704382962,0.0411833198583254
"POINT (-762588.1798157 1894527.07929323)",08031001702,2014/09/21,6.8402554854492,0.667037935182531
"POINT (-762588.1798157 1894527.07929323)",08031001702,2014/10/05,6.68185696128842,0.896496790228092
"POINT (-762588.1798157 1894527.07929323)",08031001702,2014/10/19,6.60829270993407,1.80467720610729
"POINT (-762588.1798157 1894527.07929323)",08031001702,2014/11/02,8.62986502654245,1.81522096343976
"POINT (-762588.1798157 1894527.07929323)",08031001702,2014/11/16,7.86191135040811,5.63761489686622
"POINT (-762588.1798157 1894527.07929323)",08031001702,2014/11/30,6.41133661916158,0.34191502972917
"POINT (-762588.1798157 1894527.07929323)",08031001702,2014/12/14,14.1207429092161,8.3888731285276
"POINT (-762588.1798157 1894527.07929323)",08031001702,2014/12/28,10.5383364201749,0.833923688828585
"POINT (-762964.830320777 1892969.25312572)",08031001800,2014/01/12,10.1580631712656,9.16784843799039
"POINT (-762964.830320777 1892969.25312572)",08031001800,2014/01/26,6.02905613349158,1.7431257063204
"POINT (-762964.830320777 1892969.25312572)",08031001800,2014/02/09,9.82061028821241,5.58287399064219
"POINT (-762964.830320777 1892969.25312572)",08031001800,2014/02/23,12.5640891229728,18.9201234243307
"POINT (-762964.830320777 1892969.25312572)",08031001800,2014/03/09,10.9392741716937,1.13422007770792
"POINT (-762964.830320777 1892969.25312572)",08031001800,2014/03/23,4.51674102756757,0.105409937898034
"POINT (-762964.830320777 1892969.25312572)",08031001800,2014/04/06,6.30707907569293,0.701393472552845
"POINT (-762964.830320777 1892969.25312572)",08031001800,2014/04/20,6.05203693416864,0.337517153786909
"POINT (-762964.830320777 1892969.25312572)",08031001800,2014/05/04,5.43941643609967,0.327993825524834
"POINT (-762964.830320777 1892969.25312572)",08031001800,2014/05/18,5.8058695052691,0.156852614555932
"POINT (-762964.830320777 1892969.25312572)",08031001800,2014/06/01,6.31741149900244,0.604366421728338
"POINT (-762964.830320777 1892969.25312572)",08031001800,2014/06/15,7.41630952719091,1.06799939618877
"POINT (-762964.830320777 1892969.25312572)",08031001800,2014/06/29,7.52034685106089,0.0152107796004793
"POINT (-762964.830320777 1892969.25312572)",08031001800,2014/07/13,9.94047623272001,4.20603293759923
"POINT (-762964.830320777 1892969.25312572)",08031001800,2014/07/27,9.38517594485888,0.132502018666277
"POINT (-762964.830320777 1892969.25312572)",08031001800,2014/08/10,6.90322795069303,1.45495029400942
"POINT (-762964.830320777 1892969.25312572)",08031001800,2014/08/24,6.99370442555746,0.512595577303904
"POINT (-762964.830320777 1892969.25312572)",08031001800,2014/09/07,7.63857803700999,0.252723814885476
"POINT (-762964.830320777 1892969.25312572)",08031001800,2014/09/21,7.19105924110827,0.940998350846964
"POINT (-762964.830320777 1892969.25312572)",08031001800,2014/10/05,6.55411761476764,0.924814777509844
"POINT (-762964.830320777 1892969.25312572)",08031001800,2014/10/19,6.54413313986002,1.81713687846546
"POINT (-762964.830320777 1892969.25312572)",08031001800,2014/11/02,8.73628478721341,1.9829096414725
"POINT (-762964.830320777 1892969.25312572)",08031001800,2014/11/16,8.10789926715242,5.81055319577786
"POINT (-762964.830320777 1892969.25312572)",08031001800,2014/11/30,6.83410039311329,0.569761357346886
"POINT (-762964.830320777 1892969.25312572)",08031001800,2014/12/14,13.9572763205406,8.36092349182936
"POINT (-762964.830320777 1892969.25312572)",08031001800,2014/12/28,11.0023343185084,1.225626573342
"POINT (-764022.568676764 1893319.29174226)",08031001901,2014/01/12,10.0952533294151,9.12778144830773
"POINT (-764022.568676764 1893319.29174226)",08031001901,2014/01/26,6.03304903025174,1.73853680000321
"POINT (-764022.568676764 1893319.29174226)",08031001901,2014/02/09,8.4570024287147,0.733425644209113
"POINT (-764022.568676764 1893319.29174226)",08031001901,2014/02/23,12.646800626611,18.8848797653712
"POINT (-764022.568676764 1893319.29174226)",08031001901,2014/03/09,11.2594188815435,0.82985308657306
"POINT (-764022.568676764 1893319.29174226)",08031001901,2014/03/23,4.51041397609455,0.0115107971409748
"POINT (-764022.568676764 1893319.29174226)",08031001901,2014/04/06,7.03624782793142,0.205659553255521
"POINT (-764022.568676764 1893319.29174226)",08031001901,2014/04/20,6.50607356353647,0.0533495567370392
"POINT (-764022.568676764 1893319.29174226)",08031001901,2014/05/04,5.80412518002264,0.0507843112457393
"POINT (-764022.568676764 1893319.29174226)",08031001901,2014/05/18,6.04218140202586,0.0793746399486405
"POINT (-764022.568676764 1893319.29174226)",08031001901,2014/06/01,6.29289992134281,0.601468741959708
"POINT (-764022.568676764 1893319.29174226)",08031001901,2014/06/15,7.41722232417142,1.06786818616184
"POINT (-764022.568676764 1893319.29174226)",08031001901,2014/06/29,7.56910532553407,0.00133772112672097
"POINT (-764022.568676764 1893319.29174226)",08031001901,2014/07/13,9.96250036317085,4.19894778557006
"POINT (-764022.568676764 1893319.29174226)",08031001901,2014/07/27,9.76665773884578,0.0135847132232717
"POINT (-764022.568676764 1893319.29174226)",08031001901,2014/08/10,6.88372745577125,1.45041195068072
"POINT (-764022.568676764 1893319.29174226)",08031001901,2014/08/24,7.00559491906406,0.506836382617833
"POINT (-764022.568676764 1893319.29174226)",08031001901,2014/09/07,7.96212337754913,0.0310206826218973
"POINT (-764022.568676764 1893319.29174226)",08031001901,2014/09/21,7.7069561883569,0.574855256276998
"POINT (-764022.568676764 1893319.29174226)",08031001901,2014/10/05,6.55847777318328,0.919495842546519
"POINT (-764022.568676764 1893319.29174226)",08031001901,2014/10/19,6.54321165996322,1.8170947289442
"POINT (-764022.568676764 1893319.29174226)",08031001901,2014/11/02,8.93739776236919,1.8435423766451
"POINT (-764022.568676764 1893319.29174226)",08031001901,2014/11/16,8.27283570865571,5.68733680800772
"POINT (-764022.568676764 1893319.29174226)",08031001901,2014/11/30,7.13581582494981,0.278971633371805
"POINT (-764022.568676764 1893319.29174226)",08031001901,2014/12/14,13.7749056147703,8.30065183364896
"POINT (-764022.568676764 1893319.29174226)",08031001901,2014/12/28,11.3924604084933,0.76810024795318
"POINT (-763858.17373433 1894726.32785669)",08031001902,2014/01/12,10.1724637820363,9.12871252121094
"POINT (-763858.17373433 1894726.32785669)",08031001902,2014/01/26,6.06594307704055,1.73841376593909
"POINT (-763858.17373433 1894726.32785669)",08031001902,2014/02/09,10.8575032255641,3.36928350390578
"POINT (-763858.17373433 1894726.32785669)",08031001902,2014/02/23,12.9977578661212,18.6205728866988
"POINT (-763858.17373433 1894726.32785669)",08031001902,2014/03/09,10.694431167817,0.961709361391239
"POINT (-763858.17373433 1894726.32785669)",08031001902,2014/03/23,4.35874407430797,0.0569878014195054
"POINT (-763858.17373433 1894726.32785669)",08031001902,2014/04/06,6.28119535866299,0.597568303655414
