WKT,OBJECTID,CITY,ZIPCODE,POLLUTANTS,ID,NAME,ADDRESS,ACCURACY,LINKS,SiteStatus,EPA_Links,Shape_STAr,Shape_STLe,Shape_Length,Shape_Area
"MULTIPOLYGON (((-778071.073403848 1917753.79239175,-778074.273480836 1917823.78321082,-778100.079869925 1917892.01212536,-778125.870911176 1917960.23934492,-778151.662089353 1918028.46643899,-778177.460984509 1918096.69432901,-778133.865455662 1918135.19915034,-778088.671366515 1918138.69303465,-778043.477373307 1918142.18690699,-777998.275590385 1918145.67991832,-777885.296561335 1918154.43073703,-777817.507197289 1918159.65562851,-777704.520353851 1918168.40539421,-777752.491137423 1919218.09249982,-777389.339406685 1919211.06117102,-777357.362799258 1918511.26092894,-777291.163449022 1918551.49501398,-777249.16860348 1918624.97808803,-777205.575586261 1918663.45061329,-777140.974103663 1918738.69494043,-777097.380953178 1918777.16728471,-777055.37813887 1918850.6491376,-776992.388720692 1918960.84180045,-776926.19647042 1919001.07603615,-776858.410519812 1919006.33173303,-776742.223039591 1918945.08960252,-776695.427205197 1918913.60316688,-776626.03574808 1918883.8472136,-776555.050893734 1918819.11289235,-776503.462964486 1918682.6578579,-776476.06750505 1918579.41926266,-776466.475661843 1918369.48105499,-776461.68363077 1918264.51222221,-776455.290730623 1918124.56365262,-776469.895729716 1917947.87315079,-776486.101656304 1917806.16201496,-776523.305323829 1917627.70885946,-776541.108800507 1917521.0081793,-776579.913244664 1917377.53423722,-776641.30170109 1917232.35960247,-776681.706971946 1917123.86496606,-776762.502740121 1916906.93693251,-776783.496829989 1916870.22592213,-776867.494092763 1916723.2573966,-776978.877851128 1916679.52882656,-777045.068406242 1916639.29327354,-777135.454806964 1916632.30685319,-777206.43734554 1916697.04225845,-777235.433513428 1916835.26336798,-777262.82421986 1916938.47199433,-777290.219503322 1917041.7126199,-777335.412945322 1917038.21927072,-777404.798271574 1917067.94279898,-777449.991626089 1917064.44928614,-777517.780110864 1917059.2247012,-777562.976819475 1917055.69991574,-777629.163892886 1917015.49505253,-777648.570635467 1916943.74184403,-777667.966215655 1916872.01908399,-777663.165492508 1916767.04725638,-777682.568870006 1916695.32516326,-777679.377264643 1916625.33414277,-777676.174622595 1916555.3734838,-777692.378658473 1916413.65916154,-777708.575040453 1916271.94369468,-777726.380385783 1916165.20920431,-777768.378325896 1916091.75520209,-777832.966647842 1916016.53764711,-777968.548210931 1916006.02460305,-778083.122021681 1916032.28488193,-778154.112348888 1916097.02053573,-778205.700018489 1916233.47885812,-778212.091762458 1916373.46240643,-778197.490269749 1916550.15736924,-778136.094096654 1916695.36576953,-778095.694589685 1916803.83095534,-778079.502520268 1916945.51437543,-778061.705529112 1917052.24861282,-778042.302624584 1917123.9705601,-778024.505651565 1917230.70448545,-777982.507586533 1917304.15752065,-777987.301268711 1917409.12779998,-778014.690175658 1917512.36664908,-778019.491821714 1917617.33755125,-778045.290336054 1917685.56582365,-778071.073403848 1917753.79239175)))",1,BOULDER,80302,VOC's,COD980499255,MARSHALL LANDFILL,1600 S 66TH ST,+Or - 30 Meters,http://emaps.dphe.state.co.us/HMSiteMap/npl/marshall.htm,NPL ACTIVE,http://www2.epa.gov/region8/marshall-landfill,3286257.33237,10401.8908785,10401.8908784512,3286257.35319056
"MULTIPOLYGON (((-744438.993221408 1906945.08142323,-744367.705446258 1906933.40224962,-744356.651854737 1905613.60148499,-744354.310843846 1905338.69047597,-744427.994098627 1904382.91396027,-744449.101049626 1904109.50177933,-744478.219288353 1903732.28842917,-744480.105368646 1903707.36829702,-744628.125396009 1902111.85799229,-744771.472082632 1900842.25690725,-744803.561739041 1900496.37418661,-744844.967727764 1900050.0733455,-744857.389566258 1899916.18288936,-744863.600535256 1899849.23763011,-744896.026283561 1899683.44210171,-744912.589066009 1899504.9213543,-744952.792493267 1898979.73192658,-745123.69589228 1898883.05206798,-746381.712071111 1899011.13578577,-746526.398394212 1899013.33150467,-746770.408814546 1899047.27361777,-747066.155114597 1899074.78244262,-747388.288564901 1899093.50427109,-747726.282408861 1899124.96981939,-748049.454214467 1899132.5608662,-748132.912797771 1899151.59007306,-748757.155372426 1899221.02758694,-749001.156285134 1899255.03755499,-749313.794294295 1899284.20556547,-749692.986560453 1899330.85343937,-750521.044550368 1899408.2070317,-751011.115842121 1899454.02794378,-751297.353827186 1899492.05910767,-751126.404558311 1901072.16712595,-751204.068365874 1901126.4773456,-751233.477853124 1901150.04994258,-751266.364870036 1901177.43698839,-751292.976777841 1901201.76103884,-751335.178459672 1901241.61217904,-751366.981505215 1901283.30384964,-751401.54313528 1901338.30912483,-751428.68761692 1901388.79372189,-751445.687003761 1901420.20923395,-751469.173168681 1901435.12519412,-751496.13171665 1901438.43661837,-751521.680526968 1901425.85998887,-751538.504863206 1901409.99070307,-751555.020467671 1901381.03732898,-751572.504865683 1901339.00695234,-751585.713009895 1901286.22223508,-751600.131642435 1901250.54503962,-751619.9949376 1901211.32592258,-751638.608436451 1901189.09669393,-751674.85087217 1901173.35748885,-751724.575157561 1901166.53386168,-752018.181383366 1901168.93465311,-752170.239485124 1901183.18009959,-752473.30897258 1901222.83635147,-752693.992963204 1901232.27001697,-752861.532553657 1899627.31096562,-753878.279255546 1899703.12448606,-753892.064672395 1899707.90777024,-754191.227985705 1899733.52601618,-754460.532117367 1899754.8867596,-754424.82587372 1900044.15865521,-754420.694329386 1900178.82889073,-754411.32073148 1900369.28084415,-754391.401716641 1900581.25147718,-754361.924876979 1900713.54001559,-754345.212440528 1900982.08588153,-754325.293633439 1901194.05604153,-754297.975794147 1901394.07600225,-754295.939653183 1901506.43289906,-754263.319962245 1901672.18998947,-754260.235380628 1901795.70307467,-754242.353394348 1901895.31597826,-754240.316784725 1902007.67263257,-754221.386733241 1902118.44179201,-754203.565140428 1902308.09854992,-754194.130169517 1902408.50501927,-754186.791807158 1902486.59888614,-754166.814069594 1902608.52423416,-754160.524154353 1902675.46181763,-754131.171290781 1902987.83699584,-754121.736523907 1903088.24321708,-754104.904415724 1903176.69958661,-754084.986621854 1903388.66814511,-754071.358750634 1903533.69911141,-754070.369114408 1903634.89860239,-754053.537578958 1903723.35486264,-754040.207155946 1903822.60696637,-754034.251068173 1903866.9535916,-754025.175162794 1903934.52947605,-753994.716528229 1904168.01632977,-753878.708322402 1904314.68283535,-753713.08664471 1904445.43575562,-753592.83384507 1904546.68819161,-752775.725835542 1905310.95752395,-751996.195804253 1906040.04583179,-751921.082368988 1906136.32067189,-751889.734513849 1906176.37434804,-751116.276978225 1906892.0577273,-750453.897818602 1907504.97512026,-750423.678952352 1907502.14805581,-749233.90976671 1907390.93140085,-749099.358012393 1907378.3650693,-749093.196047205 1907377.78958682,-749084.33278463 1907376.96192057,-748900.737718592 1907359.81919347,-748107.264637589 1907285.77950237,-747312.744750046 1907222.9751645,-745767.971601354 1907079.21213554,-744438.993221408 1906945.08142323)))",2,COMMERCE CY,80022,"DIMP, DBCP, Dieldrin, Chloroform, As, Aldrin",CO5210020769,ROCKY MOUNTAIN ARSENAL (USARMY),IMMED N STAPLETON INTL ARPT,+Or - 30 Meters,http://emaps.dphe.state.co.us/HMSiteMap/npl/rockymountainarsenal.htm,NPL ACTIVE,http://www2.epa.gov/region8/rocky-mountain-arsenal,68263375.2209,36490.5683707,36490.5683707445,68263374.9178265
"MULTIPOLYGON (((-752775.725835542 1905310.95752395,-753592.83384507 1904546.68819161,-753713.08664471 1904445.43575562,-753878.708322402 1904314.68283535,-753994.716528229 1904168.01632977,-754025.175162794 1903934.52947605,-754034.251068173 1903866.9535916,-754040.207155946 1903822.60696637,-754053.537578958 1903723.35486264,-754070.369114408 1903634.89860239,-754071.358750634 1903533.69911141,-754084.986621854 1903388.66814511,-754104.904415724 1903176.69958661,-754121.736523907 1903088.24321708,-754131.171290781 1902987.83699584,-754160.524154353 1902675.46181763,-754166.814069594 1902608.52423416,-754186.791807158 1902486.59888614,-754194.130169517 1902408.50501927,-754203.565140428 1902308.09854992,-754221.386733241 1902118.44179201,-754240.316784725 1902007.67263257,-754242.353394348 1901895.31597826,-754260.235380628 1901795.70307467,-754263.319962245 1901672.18998947,-754295.939653183 1901506.43289906,-754297.975794147 1901394.07600225,-754325.293633439 1901194.05604153,-754345.212440528 1900982.08588153,-754361.924876979 1900713.54001559,-754391.401716641 1900581.25147718,-754411.32073148 1900369.28084415,-754420.694329386 1900178.82889073,-754424.82587372 1900044.15865521,-754460.532117367 1899754.8867596,-754487.789570265 1899464.82061129,-754526.704667132 1899232.12417689,-754563.208470693 1898571.51366495,-754592.753259065 1898529.2700348,-754966.963957688 1898992.13062634,-755063.117950933 1899057.44619147,-755173.022255065 1899157.82123755,-755259.673593357 1899233.50082417,-755500.567595243 1899391.22240719,-755621.011192263 1899470.08589399,-755679.107422777 1899486.80815565,-756066.73064915 1899534.5523111,-756040.511584705 1899903.5020364,-756002.691426108 1900305.12425242,-755963.820862489 1900717.90205587,-755945.961444674 1900907.55644492,-755926.000973563 1901119.52295833,-755898.643411507 1901319.53785393,-755898.686494647 1901409.58225004,-755888.181002501 1901521.14339556,-755874.52382862 1901666.17279186,-755865.06887167 1901766.57771675,-755854.563383544 1901878.1387504,-755846.158958538 1901967.38750564,-755828.257242761 1902066.99696449,-755821.954065942 1902133.93355616,-755812.499219232 1902234.33823861,-755803.044356866 1902334.74306817,-755788.336871847 1902490.92807788,-755776.780963198 1902613.64490682,-755765.225069267 1902736.36155455,-755758.921809113 1902803.29789698,-755745.264851527 1902948.32671818,-755598.675824428 1904302.67077888,-755594.442160776 1904335.85929864,-755836.162290581 1904361.78576135,-755756.484568787 1905107.12813237,-755437.910679527 1905591.130941,-755251.441360174 1905569.24653609,-755149.074652101 1905570.86617559,-755031.921878425 1905548.58607731,-754249.859149676 1905441.26584939,-754072.552136233 1905424.60016102,-754034.979823187 1905421.06909662,-753886.801523511 1905407.14508233,-753734.823402997 1905392.86687714,-753674.067085634 1905392.22430052,-753653.477314637 1905391.9784358,-753511.041689779 1905381.30187109,-753485.246637017 1905377.52891827,-753321.103977286 1905354.01302918,-753100.531396874 1905344.56156611,-753007.655231156 1905335.84476792,-752890.631035687 1905324.86305162,-752775.725835542 1905310.95752395)))",3,DENVER,80216,"VOC's, Chlorinated Solvents",COD007431620,CHEMICAL SALES CO OU2,4661 MONACO ST.,+Or - 30 Meters,http://emaps.dphe.state.co.us/HMSiteMap/npl/chemicalsales.htm,NPL ACTIVE,http://www2.epa.gov/region8/chemical-sales-co,11029881.3362,18213.6216088,18213.6216087914,11029881.3227779
"MULTIPOLYGON (((-761876.943871894 1901255.72642841,-761891.553007466 1901249.91705178,-761902.328846097 1901247.273504,-761916.945776067 1901241.46486389,-761924.255922766 1901238.54493216,-761942.330845469 1901233.01193791,-761960.409042089 1901227.44760871,-761978.495023896 1901221.88411708,-761993.104262321 1901216.07463322,-762015.404405402 1901203.99927301,-762034.615302489 1901188.26944051,-762056.911018065 1901176.16200648,-762091.115166349 1901151.24549609,-762118.38128909 1901125.83877501,-762141.433257601 1901106.94381386,-762172.924586422 1901074.99470909,-762197.854336187 1901039.17730622,-762229.345549053 1901007.22816268,-762250.06103218 1900977.92260388,-762274.990671012 1900942.10505343,-762303.012908834 1900909.91073184,-762324.104718695 1900877.22703748,-762340.602667355 1900854.464549,-762360.185442096 1900835.32435502,-762385.87119897 1900792.71932397,-762414.649463153 1900753.73740821,-762459.169506148 1900698.78027806,-762497.135448619 1900639.95575471,-762510.540760465 1900613.56996833,-762513.550078493 1900586.41847807,-762516.639318033 1900590.07294098,-762514.457343238 1900641.17862918,-762520.714711738 1900679.23001015,-762527.344210708 1900713.87112992,-762537.819101617 1900745.37927336,-762544.456287275 1900780.0213123,-762561.853829271 1900812.01784504,-762575.801059253 1900843.7397745,-762590.113780772 1900872.11399927,-762617.54186711 1900908.22389332,-762642.257044981 1900937.30131595,-762786.685097567 1901114.9917393,-762883.198863823 1901220.9207591,-762905.198030914 1901242.99687016,-762921.023004002 1901257.79615205,-762936.843656212 1901272.56337705,-762922.603383932 1901274.99409481,-762914.916918779 1901281.29220039,-762903.772555599 1901287.31469897,-762893.001240418 1901289.99052795,-762879.51267303 1901285.60176398,-762866.028528573 1901281.24506068,-762856.008930295 1901277.10130982,-762842.893522526 1901269.36578106,-762825.95138437 1901264.7334541,-762808.998176527 1901260.13171514,-762788.202951566 1901258.6316223,-762773.962579618 1901261.06230946,-762755.88460145 1901266.62680537,-762741.647601982 1901269.02616564,-762727.030892765 1901274.83494579,-762705.115206394 1901283.53323194,-762686.653012353 1901292.4748631,-762662.400926576 1901290.76261538,-762637.764618897 1901292.42761051,-762617.342464115 1901287.58061372,-762592.713843921 1901289.24642929,-762568.077545313 1901290.91130655,-762540.356088707 1901288.95406483,-762523.026348372 1901287.73035759,-762488.374555856 1901285.28376562,-762454.091516051 1901279.45824057,-762426.370062176 1901277.50096678,-762405.574631077 1901276.00087536,-762384.783622509 1901274.53284218,-762363.612809283 1901276.47411523,-762335.891356686 1901274.51681606,-762300.486802371 1901278.82614423,-762265.078764688 1901283.16687286,-762240.818699955 1901281.45366187,-762209.628290175 1901279.25118827,-762178.437791957 1901277.04859492,-762143.786014965 1901274.60178155,-762112.219171498 1901275.77726481,-762084.869853318 1901270.40965339,-762060.986129811 1901265.31840126,-762040.951283607 1901257.06288858,-762017.071035263 1901251.94031277,-761992.431164987 1901253.63635023,-761971.640063122 1901252.16822064,-761950.472621494 1901254.07808331,-761926.212563114 1901252.36479489,-761897.734865241 1901257.19466903,-761876.943871894 1901255.72642841)))",4,DENVER,80221,"PAH, PCP, VOC's, Heavy Metals",COD000110254,BRODERICK WOOD PRODUCTS,5600 HURON ST,+Or - 30 Meters,http://emaps.dphe.state.co.us/HMSiteMap/npl/broderick.htm,NPL ACTIVE,http://www2.epa.gov/region8/broderick-wood-products,275616.074256,2872.00116092,2872.00116092289,275616.071562185
"MULTIPOLYGON (((-740074.661706371 1882005.20640074,-740052.233127497 1882003.26803574,-738763.483608369 1881906.50708052,-738913.838910739 1880363.02883586,-738915.337557301 1880342.42010358,-738916.62352133 1880330.2738656,-739402.560529144 1880374.36833241,-739562.561815565 1880388.86326871,-739747.230806933 1880405.5054702,-739803.071522108 1880430.76438336,-739835.389470115 1880445.22850137,-739892.058053097 1880477.32028212,-739960.141982902 1880527.35744337,-740017.564952702 1880581.81982687,-740043.581578647 1880610.10657575,-740070.157054423 1880648.90166619,-740095.498503668 1880686.32921831,-740117.554129044 1880732.58488112,-740133.361059287 1880777.02845378,-740145.367441373 1880821.12634075,-740158.243616187 1880870.5735532,-740168.464048802 1880936.80026422,-740074.661706371 1882005.20640074)))",5,AURORA,80011,Industrial Chemicals,COD980499248,LOWRY LANDFILL,4200 S GUN CLUB RD,+Or - 30 Meters,http://emaps.dphe.state.co.us/HMSiteMap/npl/lowrylandfill.htm,NPL ACTIVE,http://www2.epa.gov/region8/lowry-landfill,1987401.5558,5516.56369756,5516.5636975624,1987401.5685369
"MULTIPOLYGON (((-775864.793076053 1869752.51994158,-775725.131752587 1869539.00603067,-775787.657420604 1868930.93757439,-776068.078789509 1868658.13488412,-776753.353752102 1868592.72093318,-777059.792435448 1868882.67252853,-777042.552044636 1869357.41789319,-777675.126475261 1869421.0013043,-777715.52483796 1869498.18374463,-777293.60209446 1870024.40217882,-776724.604727242 1870001.57871777,-776750.999205208 1869799.2735461,-775882.052486926 1869754.61953533,-775864.793076053 1869752.51994158)))",6,WATERTON,80127,"VOC's, Rocket Fuels, Petro Hydrocarbon",CO7570090038,AIR FORCE PLANT PJKS,12275 SOUTH HIGHWAY 75,+Or - 30 Meters,http://emaps.dphe.state.co.us/HMSiteMap/npl/airforceplantpjks.htm,NPL ACTIVE,http://www2.epa.gov/region8/air-force-plant-pjks,1768027.44419,5909.69274573,5909.69274573386,1768027.44095846
"MULTIPOLYGON (((-781384.391135517 1914565.62976232,-780209.424346937 1914436.34895112,-780200.708436537 1914435.52276747,-779820.398457479 1915107.02182897,-779450.116737349 1915116.7024112,-779434.369343746 1915097.29702905,-779346.367367981 1915097.91092224,-778893.979573496 1915046.06797241,-778475.613491997 1915006.4046689,-778325.757544172 1915010.10968926,-778207.396182312 1915052.62589503,-778108.993702461 1915070.16518414,-777972.358038445 1915119.90479008,-777808.439379932 1915086.45040163,-777657.448386865 1915009.43994775,-777541.321368672 1914935.73481707,-777407.76247835 1914860.37673504,-777067.840416212 1914828.14512467,-776982.365680647 1914802.12742521,-776900.260371547 1914740.60384982,-776315.967175412 1914317.98596935,-776182.409356345 1914242.62588434,-776017.649200101 1914218.04478047,-775832.0876428 1914227.31610405,-775724.126795829 1914252.90299859,-775408.117699024 1914339.36604085,-775818.111385957 1909926.87524467,-780575.211600158 1910395.84323523,-780429.795521581 1912021.09807913,-781617.67305034 1912106.82209768,-781384.391135517 1914565.62976232)))",12,DENVER, ,"VOC, Radionuclides", ,ROCKY FLATS (USDOE), ,+Or - 30 Meters,http://emaps.dphe.state.co.us/HMSiteMap/npl/rockyflats.htm,NPL ACTIVE,http://www2.epa.gov/region8/rocky-flats-plant-usdoe,25135611.4509,21183.2765751,21183.276575077,25135611.7060443
"MULTIPOLYGON (((-756600.196079144 1898305.76798253,-756989.978786574 1898331.24414277,-756961.620675729 1898722.50554058,-757586.937347718 1898781.47328088,-757688.360168096 1898874.86092709,-757613.485960954 1899222.93631423,-757560.711530309 1899330.5106404,-757544.893924623 1899407.8056606,-757384.444053792 1899662.79720034,-757296.825631026 1899778.3412208,-757232.420602827 1899828.54339399,-757144.805863857 1899944.08885754,-757115.250690251 1899986.32290274,-757012.777845205 1899897.87415582,-756858.556443019 1899815.80405288,-756492.110794601 1899609.66745814,-756479.823632119 1899750.42201845,-756129.696451396 1899499.52127197,-756071.600922242 1899482.79559279,-755902.992462872 1899369.97106309,-755981.386291406 1898544.97798571,-755614.208467307 1898213.64207723,-756600.196079144 1898305.76798253)))",13,COMMERCE CY,80022,"VOCs, Mn, As, Cd",COD980717953,SAND CREEK INDUSTRIAL,33ND AND DAHLIA,+Or - 30 Meters,http://emaps.dphe.state.co.us/HMSiteMap/npl/sandcreek.htm,NPL DELETED,http://www2.epa.gov/region8/sand-creek-industrial,2076939.01615,6712.7090596,6712.70905960167,2076939.03583203
"MULTIPOLYGON (((-757988.976867682 1895991.14776382,-760757.550124418 1896261.61287823,-760646.260206518 1897312.43747983,-760979.023951545 1897064.12527136,-761269.322470126 1897383.29845112,-761008.675856826 1897836.74536862,-760999.157882876 1898057.4504634,-761001.224576925 1898055.71019284,-761308.827674851 1897875.05321971,-761760.154866213 1897682.02394632,-762165.305638369 1897425.61473598,-762312.216008865 1897284.87514674,-762378.179263862 1897224.4622466,-762730.602662377 1897263.2737938,-762786.353924048 1897255.23378012,-762717.713138389 1897371.40300709,-762485.796469192 1899689.47741347,-760040.394954152 1899470.95938805,-759650.154727164 1899118.96223527,-759660.406702915 1898770.02861169,-759138.378184386 1898720.42282283,-758877.360635278 1899057.19005038,-758851.000405187 1899334.61087346,-757738.8499885 1899228.91650987,-758204.510948973 1898666.66589866,-758372.909863721 1898461.06124307,-758549.361770087 1898291.21228102,-758866.387721947 1898088.06727381,-758216.233619389 1898061.27135558,-758268.956525686 1897506.42616267,-758019.292584998 1897482.69846731,-758052.609152898 1897252.59110305,-757848.338807617 1897233.17707913,-757988.976867682 1895991.14776382)),((-757990.763778203 1895975.36632552,-757988.976867682 1895991.14776382,-757978.3170893 1895985.84718295,-757990.763778203 1895975.36632552)))",14,DENVER, ,"Pb, As",CO0002259588,VASQUEZ BLVD - I-70, ,+Or - 30 Meters,http://emaps.dphe.state.co.us/HMSiteMap/npl/vbi70.htm,NPL ACTIVE,http://www2.epa.gov/region8/vasquez-boulevard-i-70,12025383.6512,20421.2256389,20421.2256388587,12025383.5728208
