WKT,GEOID,COUNTYFP
"MULTIPOLYGON (((-755068.756381479 1893126.75083498,-755059.170521342 1893223.32093951,-755056.04581077 1893255.66777721,-755036.756450891 1893253.96787419,-754979.120998079 1893249.11531599,-754959.905625663 1893247.53510819,-754939.950245154 1893245.6603081,-754880.337833625 1893240.06004341,-754860.466995207 1893238.19338441,-754840.93431881 1893236.35854053,-754782.505612457 1893230.87020053,-754763.05755505 1893229.04349576,-754742.341081702 1893227.09770425,-754680.191783647 1893221.26066447,-754659.475290234 1893219.3150866,-754639.012550463 1893217.39339275,-754577.603195526 1893211.85175693,-754557.203968044 1893210.16135213,-754537.935458995 1893208.2394991,-754480.267521367 1893202.82481047,-754461.073079221 1893201.02265504,-754441.202144268 1893199.15703281,-754381.842995093 1893193.58427627,-754362.05660289 1893191.7267882,-754341.435068306 1893189.67839454,-754279.560110428 1893183.64511941,-754259.012642532 1893181.71644871,-754239.141659844 1893179.85132613,-754179.782368065 1893174.2800622,-754159.995928324 1893172.42307166,-754139.955875969 1893170.54232925,-754080.089146891 1893164.92418631,-754060.207652768 1893163.17108053,-754041.013115906 1893161.36992847,-753983.598450442 1893155.98260162,-753964.488457943 1893154.18956661,-753944.532845627 1893152.31723849,-753884.750542394 1893146.70848468,-753864.879473133 1893144.84428758,-753844.501105379 1893142.93254995,-753783.534944381 1893137.21349717,-753763.230577184 1893135.42146538,-753743.454507275 1893133.45392574,-753684.210828637 1893127.55952998,-753664.508835698 1893125.71169059,-753644.553152662 1893123.84010742,-753584.570123852 1893118.5524501,-753564.688521942 1893116.8005703,-753544.817378725 1893114.93716466,-753485.288559483 1893109.35517872,-753465.491498236 1893107.61147336,-753480.310597685 1892945.01434564,-753496.739863299 1892786.16969299,-753515.57703279 1892603.46480079,-753515.766217179 1892602.35697689,-753531.529540647 1892443.33713256,-753547.205791971 1892292.52534586,-753554.224847566 1892293.18348305,-753575.366505427 1892295.16585422,-753582.459667046 1892295.94352144,-753594.97550171 1892297.11712026,-753632.671362001 1892300.87705974,-753645.261296373 1892302.17024278,-753665.134449416 1892304.0338968,-753724.997127946 1892309.76052356,-753744.944292073 1892311.74387455,-753764.817421442 1892313.60777507,-753824.690492858 1892319.22356925,-753829.679913592 1892319.69157224,-753834.595229459 1892320.04007055,-753839.489613564 1892320.611722,-753844.648174033 1892321.09559977,-753864.870027573 1892322.87990386,-753925.525019886 1892328.34468922,-753945.820959234 1892330.2487056,-753965.599005099 1892332.21674367,-754025.102261624 1892338.136919,-754044.964781013 1892340.11307996,-754057.480622942 1892341.2874062,-754095.112555702 1892344.81842303,-754107.71288429 1892346.00075579,-754233.293522844 1892357.78551413,-754279.551125373 1892362.12692635,-754337.796139465 1892367.8188893,-754365.015848355 1892370.4864212,-754434.328426056 1892377.33053,-754500.353352917 1892383.75402768,-754545.321386829 1892388.20102979,-754575.500882572 1892391.14717407,-754609.90861531 1892394.49045184,-754636.198041564 1892397.07156004,-754650.648263882 1892398.54101602,-754735.520674241 1892406.84886918,-754754.632443998 1892408.6437378,-754811.957324401 1892414.14019727,-754831.058682715 1892416.04672824,-754849.324813799 1892417.76239742,-754904.292246057 1892422.92553483,-754922.632449871 1892424.76088827,-754938.710319201 1892426.15864666,-754987.187204095 1892430.48763034,-755003.423719175 1892432.01298141,-755005.199594952 1892432.17981934,-755010.780929458 1892432.70417071,-755012.641374212 1892432.87895536,-755027.693916903 1892434.29312428,-755072.98945599 1892438.88633309,-755088.116149384 1892440.4201415,-755089.807454259 1892440.57905224,-755096.96399276 1892441.58914178,-755123.476214112 1892445.43093554,-755132.313652189 1892446.71145494,-755130.342090973 1892466.78581235,-755124.522462556 1892526.90524919,-755122.62499695 1892547.0990203,-755121.75418514 1892555.45867276,-755119.395444207 1892580.56156775,-755118.598716666 1892589.04073879,-755117.508453498 1892600.64386207,-755114.206231863 1892635.78774829,-755113.105485124 1892647.50244294,-755111.15559236 1892668.25417224,-755105.559631764 1892730.53298852,-755103.683830367 1892751.40413063,-755100.160745441 1892787.99060442,-755089.813767702 1892898.10825407,-755086.364776019 1892934.81412775,-755083.451130368 1892966.73049689,-755074.794744499 1893062.4876284,-755071.955166172 1893094.523602,-755068.756381479 1893126.75083498)))",08031004404,031
"MULTIPOLYGON (((-754999.389437473 1893865.89552137,-754995.22484599 1893906.58590892,-754982.889706984 1894028.78460071,-754978.883750702 1894069.60242802,-754976.145650631 1894096.02013348,-754968.068784295 1894175.62382172,-754965.489242037 1894202.16887215,-754962.740590689 1894228.6981313,-754954.57927354 1894308.29384624,-754951.904704453 1894334.94251268,-754949.409708609 1894361.49559325,-754942.146924954 1894441.51327029,-754939.725917249 1894468.1858504,-754919.604548608 1894466.29521934,-754859.145155857 1894460.72723629,-754839.097834092 1894458.95632301,-754819.24049176 1894456.97819324,-754759.636990307 1894451.37881686,-754739.853695167 1894449.52039854,-754640.652068312 1894440.53993301,-754543.0454714 1894430.92259606,-754556.707984549 1894298.15628751,-754583.198177359 1894032.43252051,-754562.73750817 1894030.5110209,-754501.513946859 1894024.87427318,-754481.127258001 1894023.07248731,-754460.994298128 1894021.29457816,-754400.848822771 1894015.98494795,-754380.874399813 1894014.33468321,-754340.95696776 1894010.69958202,-754281.413760192 1894005.33483846,-754264.504079038 1894003.74745545,-754221.099143677 1894000.0106861,-754181.255722762 1893996.49588878,-754161.471307562 1893994.63889461,-754102.107563021 1893989.17977828,-754082.39721133 1893987.44248819,-754062.697326629 1893985.59367254,-754003.502631748 1893980.15105457,-753983.876812156 1893978.42194065,-753963.923246691 1893976.54956437,-753904.30571245 1893971.06810727,-753884.426213187 1893969.31543597,-753864.557178086 1893967.45123967,-753804.950045126 1893961.85894558,-753785.080991586 1893959.99494582,-753765.465592665 1893958.15479108,-753706.873028351 1893952.65840824,-753687.342164671 1893950.82637558,-753667.47308385 1893948.96266663,-753607.950366969 1893943.37976491,-753588.155356606 1893941.63575695,-753568.286253059 1893939.77229327,-753508.594361441 1893934.1742678,-753488.799329787 1893932.43050459,-753469.099310211 1893930.58314431,-753410.157869243 1893925.16878447,-753396.122608168 1893923.85276788,-753390.531923665 1893923.44111983,-753406.122580238 1893749.88685092,-753408.998535683 1893718.30463696,-753409.217348639 1893715.06123776,-753427.805083248 1893515.00077044,-753427.941084551 1893513.55029589,-753446.854859176 1893311.83201609,-753464.842035579 1893113.62830038,-753465.491498236 1893107.61147336,-753485.288559483 1893109.35517872,-753544.817378725 1893114.93716466,-753564.688521942 1893116.8005703,-753584.570123852 1893118.5524501,-753644.553152662 1893123.84010742,-753664.508835698 1893125.71169059,-753684.210828637 1893127.55952998,-753743.454507275 1893133.45392574,-753763.230577184 1893135.42146538,-753783.534944381 1893137.21349717,-753844.501105379 1893142.93254995,-753864.879473133 1893144.84428758,-753884.750542394 1893146.70848468,-753944.532845627 1893152.31723849,-753964.488457943 1893154.18956661,-753983.598450442 1893155.98260162,-754041.013115906 1893161.36992847,-754060.207652768 1893163.17108053,-754080.089146891 1893164.92418631,-754139.955875969 1893170.54232925,-754159.995928324 1893172.42307166,-754179.782368065 1893174.2800622,-754239.141659844 1893179.85132613,-754259.012642532 1893181.71644871,-754279.560110428 1893183.64511941,-754341.435068306 1893189.67839454,-754362.05660289 1893191.7267882,-754381.842995093 1893193.58427627,-754441.202144268 1893199.15703281,-754461.073079221 1893201.02265504,-754480.267521367 1893202.82481047,-754537.935458995 1893208.2394991,-754557.203968044 1893210.16135213,-754577.603195526 1893211.85175693,-754639.012550463 1893217.39339275,-754659.475290234 1893219.3150866,-754680.191783647 1893221.26066447,-754742.341081702 1893227.09770425,-754763.05755505 1893229.04349576,-754782.505612457 1893230.87020053,-754840.93431881 1893236.35854053,-754860.466995207 1893238.19338441,-754880.337833625 1893240.06004341,-754939.950245154 1893245.6603081,-754959.905625663 1893247.53510819,-754979.120998079 1893249.11531599,-755036.756450891 1893253.96787419,-755056.04581077 1893255.66777721,-755053.257270837 1893285.34480373,-755044.870675924 1893374.59911088,-755042.071653444 1893404.38769786,-755040.949253133 1893415.42497723,-755037.635161132 1893448.8794772,-755036.586836406 1893460.03627324,-755035.371479516 1893473.87856476,-755031.693937467 1893515.74035462,-755030.5526441 1893529.70226186,-755027.99404144 1893556.02432673,-755020.381836649 1893635.22149752,-755017.897309343 1893661.66307072,-755014.145005026 1893702.50478587,-755003.057189801 1893825.04588546,-754999.389437473 1893865.89552137)))",08031004403,031
"MULTIPOLYGON (((-759765.921547358 1894268.48751816,-759751.848163184 1894413.70859621,-759747.269753933 1894462.12616292,-759744.273129845 1894490.20764096,-759735.420707634 1894574.80284893,-759732.498166016 1894603.00388495,-759729.681196017 1894630.98977293,-759721.39938491 1894714.96341001,-759718.740959937 1894743.0768428,-759716.167079751 1894771.19826737,-759708.445437252 1894855.56252372,-759705.860996492 1894883.79560342,-759682.348470449 1894881.68473942,-759659.839824434 1894879.78153166,-759622.759140448 1894878.63919538,-759611.536809027 1894879.15402185,-759587.887470185 1894880.29474873,-759543.917838391 1894884.35446513,-759491.663400399 1894887.63131585,-759440.518479571 1894890.00020576,-759428.714941869 1894890.34777893,-759323.614168993 1894894.14571552,-759293.719442553 1894893.68405347,-759256.28993141 1894891.72258243,-758954.061029822 1894862.26571562,-758796.267425025 1894846.91075685,-758739.900476699 1894841.36213794,-758571.0422489 1894824.85424822,-758514.74907419 1894819.42675213,-758428.264534841 1894811.26206884,-758304.48705634 1894799.69089425,-758233.514959503 1894791.64174377,-758169.621862891 1894780.88460368,-758095.477820752 1894768.4854388,-758083.969440219 1894766.61159617,-758080.503264901 1894766.2845374,-758084.366920045 1894726.24133825,-758096.031931685 1894606.2310522,-758099.969621644 1894566.30727624,-758103.959612 1894524.92522612,-758115.919064471 1894400.89060813,-758119.98308217 1894359.62808028,-758123.333210616 1894331.35476682,-758133.764419042 1894247.02099097,-758137.188592051 1894218.86721493,-758139.662408018 1894192.64977788,-758147.379953577 1894114.47563921,-758149.927795905 1894088.37773932,-758152.549330622 1894061.49885588,-758160.657061274 1893980.99779415,-758163.352616338 1893954.23854807,-758164.015479136 1893946.30948705,-758164.899732146 1893936.93821044,-758165.65530654 1893922.60215894,-758166.138524514 1893914.76880951,-758167.220166552 1893896.07380268,-758170.771538757 1893840.35557946,-758171.927120646 1893821.78010681,-758173.073862182 1893807.81874692,-758176.662158126 1893766.17355662,-758177.882935253 1893752.33164072,-758178.818800766 1893739.70102492,-758181.679452164 1893702.15176569,-758182.678816116 1893689.75226363,-758185.331577355 1893661.63820477,-758193.70212075 1893577.4474731,-758196.428924041 1893549.45285037,-758202.347636045 1893550.01132548,-758209.196478644 1893550.65757092,-758222.714519797 1893552.04569049,-758283.984176929 1893558.16504709,-758304.435520091 1893560.20759157,-758324.295033113 1893562.19433567,-758384.106152705 1893568.40194159,-758404.039671296 1893570.50843206,-758422.810445186 1893572.28010091,-758479.122894101 1893577.59538489,-758482.674139329 1893577.93059725,-758497.893727474 1893579.36723631,-758502.110820766 1893579.87787279,-758574.880073785 1893588.88589189,-758599.780514578 1893589.88589648,-758667.359441898 1893596.04103808,-758698.950663864 1893599.36151662,-758711.295354969 1893600.52711556,-758748.562170029 1893604.27113021,-758760.980875205 1893605.55635812,-758767.914227244 1893606.21106431,-758788.629647165 1893608.16722677,-758795.637018043 1893608.94150988,-758807.220759824 1893610.03539931,-758841.971975695 1893613.31716779,-758853.6297314 1893614.53067761,-758861.662236553 1893615.28926922,-758885.812693393 1893617.90778223,-758893.919290839 1893618.78596716,-758904.403782153 1893619.77617962,-758936.11107025 1893622.77087255,-758946.669651251 1893623.88070168,-758956.646796417 1893624.82306338,-758986.557376412 1893627.87338018,-758996.524054221 1893628.92736649,-759006.50126916 1893629.86979727,-759036.432906968 1893632.69716395,-759046.494673721 1893633.64763182,-759050.775218404 1893634.38957913,-759056.355717971 1893634.91674014,-759086.192240842 1893637.84787236,-759096.158904877 1893638.90198224,-759145.527027129 1893643.6785148,-759194.18704509 1893648.7261408,-759243.977887015 1893653.54322373,-759292.891508395 1893658.61541632,-759302.953242692 1893659.56620533,-759333.275921447 1893662.76933145,-759343.411663457 1893663.83972914,-759353.135166558 1893664.75861834,-759382.474781465 1893667.53133868,-759392.272292283 1893668.56983371,-759399.554358457 1893669.14548226,-759421.453325432 1893671.21514664,-759428.809401255 1893671.91038053,-759447.315801388 1893673.77204248,-759502.82436247 1893679.46874376,-759521.320198417 1893681.44214338,-759540.841170873 1893683.39992404,-759599.488613959 1893689.28154394,-759619.083575064 1893691.35907516,-759642.187534926 1893694.21864718,-759658.284288317 1893696.30315099,-759676.822014553 1893696.93020335,-759705.346977915 1893695.68754685,-759712.301180166 1893695.21940374,-759735.731945746 1893693.72033933,-759752.609867645 1893691.15149392,-759765.323865952 1893689.314508,-759793.721814954 1893686.70947716,-759803.350025903 1893686.83195232,-759820.302482925 1893687.08430182,-759816.789385184 1893723.33381774,-759806.218440156 1893832.41713853,-759802.779351412 1893868.78619827,-759799.403717054 1893905.38638224,-759789.266252731 1894015.29857218,-759785.96461934 1894052.0182988,-759782.873819355 1894085.60625876,-759773.675323263 1894186.48986944,-759770.658512599 1894220.19747513,-759765.921547358 1894268.48751816)))",08031003701,031
"MULTIPOLYGON (((-759873.504943735 1893135.28398865,-759869.611880156 1893174.64935483,-759857.901128895 1893293.08012958,-759854.082083817 1893332.56503741,-759850.58991632 1893367.6909329,-759840.261413347 1893473.30802058,-759836.843251148 1893508.55356212,-759833.467457598 1893544.25326236,-759823.593729452 1893651.37652377,-759820.302482925 1893687.08430182,-759803.350025903 1893686.83195232,-759793.721814954 1893686.70947716,-759765.323865952 1893689.314508,-759752.609867645 1893691.15149392,-759735.731945746 1893693.72033933,-759712.301180166 1893695.21940374,-759705.346977915 1893695.68754685,-759676.822014553 1893696.93020335,-759658.284288317 1893696.30315099,-759642.187534926 1893694.21864718,-759619.083575064 1893691.35907516,-759599.488613959 1893689.28154394,-759540.841170873 1893683.39992404,-759521.320198417 1893681.44214338,-759502.82436247 1893679.46874376,-759447.315801388 1893673.77204248,-759428.809401255 1893671.91038053,-759421.453325432 1893671.21514664,-759399.554358457 1893669.14548226,-759392.272292283 1893668.56983371,-759382.474781465 1893667.53133868,-759353.135166558 1893664.75861834,-759343.411663457 1893663.83972914,-759333.275921447 1893662.76933145,-759302.953242692 1893659.56620533,-759292.891508395 1893658.61541632,-759243.977887015 1893653.54322373,-759194.18704509 1893648.7261408,-759145.527027129 1893643.6785148,-759096.158904877 1893638.90198224,-759086.192240842 1893637.84787236,-759056.355717971 1893634.91674014,-759050.775218404 1893634.38957913,-759046.494673721 1893633.64763182,-759036.432906968 1893632.69716395,-759006.50126916 1893629.86979727,-758996.524054221 1893628.92736649,-758986.557376412 1893627.87338018,-758956.646796417 1893624.82306338,-758946.669651251 1893623.88070168,-758950.473609376 1893583.60646917,-758962.202549645 1893463.03901323,-758966.165091286 1893422.89229932,-758969.674529998 1893387.54280573,-758980.424915327 1893281.8530644,-758984.082332273 1893246.74265662,-758987.48561915 1893209.80732765,-758997.843602541 1893099.24042891,-759001.320913617 1893062.42463569,-759004.397807833 1893029.84822859,-759013.62849261 1892932.11898477,-759016.694850443 1892899.65413091,-759019.993030805 1892864.73487188,-759030.141195339 1892760.00102384,-759033.513406672 1892725.20130342,-759051.852863033 1892727.04608022,-759106.955771287 1892732.58864989,-759125.379775716 1892734.44158265,-759144.934674795 1892736.06369737,-759203.905994646 1892741.29698808,-759223.534904657 1892743.03885135,-759243.005219716 1892744.6532153,-759301.384596156 1892749.83130128,-759320.928920913 1892751.56541222,-759340.5472654 1892753.41912924,-759399.38126199 1892759.20371052,-759418.989044672 1892761.16918687,-759415.657556922 1892796.4230082,-759405.726583512 1892902.41547236,-759402.469117706 1892937.7888351,-759420.638879663 1892939.61846366,-759475.285862271 1892945.45830442,-759493.529701197 1892947.40766467,-759513.147567588 1892949.26180306,-759571.980134106 1892955.04754745,-759591.587436059 1892957.01344484,-759689.898654578 1892966.64449761,-759787.438207989 1892976.31636946,-759794.06270852 1892962.19745534,-759794.527545761 1892960.89063015,-759790.519126998 1892948.24270556,-759890.426527131 1892958.13968384,-759873.504943735 1893135.28398865)))",08031003702,031
"MULTIPOLYGON (((-759030.141195339 1892760.00102384,-759019.993030805 1892864.73487188,-759016.694850443 1892899.65413091,-759013.62849261 1892932.11898477,-759004.397807833 1893029.84822859,-759001.320913617 1893062.42463569,-758997.843602541 1893099.24042891,-758987.48561915 1893209.80732765,-758984.082332273 1893246.74265662,-758980.424915327 1893281.8530644,-758969.674529998 1893387.54280573,-758966.165091286 1893422.89229932,-758962.202549645 1893463.03901323,-758950.473609376 1893583.60646917,-758946.669651251 1893623.88070168,-758936.11107025 1893622.77087255,-758904.403782153 1893619.77617962,-758893.919290839 1893618.78596716,-758885.812693393 1893617.90778223,-758861.662236553 1893615.28926922,-758853.6297314 1893614.53067761,-758841.971975695 1893613.31716779,-758807.220759824 1893610.03539931,-758795.637018043 1893608.94150988,-758788.629647165 1893608.16722677,-758767.914227244 1893606.21106431,-758760.980875205 1893605.55635812,-758748.562170029 1893604.27113021,-758711.295354969 1893600.52711556,-758698.950663864 1893599.36151662,-758667.359441898 1893596.04103808,-758599.780514578 1893589.88589648,-758574.880073785 1893588.88589189,-758502.110820766 1893579.87787279,-758497.893727474 1893579.36723631,-758482.674139329 1893577.93059725,-758479.122894101 1893577.59538489,-758422.810445186 1893572.28010091,-758404.039671296 1893570.50843206,-758384.106152705 1893568.40194159,-758324.295033113 1893562.19433567,-758304.435520091 1893560.20759157,-758283.984176929 1893558.16504709,-758222.714519797 1893552.04569049,-758209.196478644 1893550.65757092,-758202.347636045 1893550.01132548,-758196.428924041 1893549.45285037,-758200.080710622 1893508.03873696,-758211.078507935 1893384.25061361,-758214.80431902 1893342.95602285,-758218.426581401 1893307.27957182,-758228.997611044 1893200.67233181,-758232.693926541 1893165.11531128,-758236.136560072 1893129.53434952,-758246.707543577 1893022.92703745,-758250.224209374 1892987.46570684,-758251.161451231 1892978.43698425,-758254.448977986 1892951.73339763,-758255.544821418 1892942.83220166,-758257.691957698 1892919.17265716,-758264.334422027 1892848.77579556,-758266.640169889 1892825.24367065,-758268.049725214 1892807.59259563,-758272.785770109 1892754.68734009,-758273.154209439 1892750.78261651,-758274.353926984 1892737.16378847,-758275.816462727 1892719.85539487,-758280.415666121 1892668.40032261,-758281.952239357 1892651.21147339,-758295.313188901 1892652.47218726,-758302.75476417 1892653.17436991,-758365.172684538 1892658.95179903,-758386.049151171 1892661.03445355,-758404.050496221 1892662.84582964,-758458.308205459 1892668.30414389,-758476.478666473 1892670.13164493,-758494.73368971 1892671.96716878,-758549.498732867 1892677.47398914,-758567.838304932 1892679.31766136,-758586.516062542 1892681.19329905,-758642.549459732 1892686.82048694,-758661.227274906 1892688.69630545,-758679.746485525 1892690.44463123,-758735.282959287 1892695.91289453,-758753.87618569 1892697.78094411,-758772.479941693 1892699.53746805,-758828.375675523 1892704.81527633,-758847.053370215 1892706.69151956,-758865.646570113 1892708.55982774,-758921.669228485 1892714.30053036,-758940.336439358 1892716.28856603,-758958.940152516 1892718.04552163,-759014.835757609 1892723.32462682,-759033.513406672 1892725.20130342,-759030.141195339 1892760.00102384)))",08031003703,031
"MULTIPOLYGON (((-760004.92126908 1892085.71041922,-759992.732770083 1892084.67038811,-759956.15679101 1892081.66198038,-759944.042385917 1892080.7415949,-759934.401538833 1892079.82998753,-759905.648060703 1892077.11122078,-759896.081233279 1892076.3192235,-759878.670527652 1892074.56047174,-759840.614464654 1892070.96239349,-759826.576040765 1892069.63515161,-759809.228797339 1892068.10768134,-759795.528660377 1892066.81247597,-759754.681803209 1892062.95097055,-759741.066154439 1892061.66384582,-759735.146270093 1892061.10423013,-759717.640485862 1892059.44940739,-759711.794702695 1892059.00937849,-759697.090143374 1892057.50683149,-759653.124731115 1892053.2384971,-759638.49426432 1892051.85562631,-759633.430649383 1892051.26445538,-759618.303285055 1892049.72209115,-759613.313696719 1892049.25049438,-759597.837566931 1892047.78776979,-759551.578155015 1892043.41574614,-759536.186511176 1892041.96112592,-759532.042650469 1892041.56950659,-759519.758974256 1892040.63376817,-759515.689066483 1892040.36171066,-759499.293156934 1892038.69969056,-759450.158351871 1892034.05652719,-759433.836459432 1892032.51420056,-759413.465736957 1892030.47676496,-759352.353612895 1892024.36477512,-759332.067518126 1892022.33554378,-759311.517080739 1892020.39395379,-759249.950464436 1892014.57750316,-759229.484580763 1892012.64411261,-759209.018692167 1892010.71077418,-759147.790296213 1892004.92706315,-759127.398423422 1892003.11348971,-759122.503917927 1892002.53861748,-759107.968470431 1892001.05313222,-759103.147999227 1892000.59782856,-759087.502552319 1891999.12010323,-759040.56634644 1891994.68712434,-759024.920888021 1891993.20952084,-759021.80234793 1891992.80243653,-759012.7003717 1891991.6051452,-759009.666404589 1891991.20605277,-758992.32961569 1891989.5687842,-758940.562261634 1891984.79271661,-758923.2994974 1891983.27515219,-758902.833534017 1891981.34259345,-758841.435690399 1891975.54523711,-758821.054357346 1891973.62087919,-758802.871790749 1891971.90416767,-758748.387575813 1891966.98540249,-758730.279035571 1891965.38840866,-758711.599538378 1891963.5124293,-758655.804285857 1891958.02027831,-758637.198813255 1891956.26402448,-758618.857590201 1891954.4201936,-758564.077162587 1891949.02447596,-758545.809966104 1891947.30036355,-758539.46712631 1891946.70171724,-758520.438832252 1891944.90582986,-758514.18064089 1891944.31519269,-758502.425349248 1891943.20576208,-758467.159464582 1891939.87757341,-758455.478211916 1891938.88776235,-758446.778041084 1891937.95416464,-758420.751339607 1891935.27295691,-758412.125210489 1891934.45894716,-758401.226090845 1891933.31799691,-758368.497319259 1891930.22965689,-758363.16935905 1891929.72691464,-758357.672325713 1891929.20822251,-758351.244973259 1891928.60175163,-758351.717968268 1891921.78034728,-758353.27451886 1891901.66680241,-758353.821560308 1891894.9649472,-758355.663050914 1891873.64019543,-758361.441254776 1891809.68977072,-758363.356791566 1891788.4845623,-758363.745929967 1891783.45614863,-758365.135481253 1891768.72965741,-758365.683244353 1891763.82877376,-758367.989723381 1891742.09763516,-758375.23687448 1891677.04769464,-758377.617410407 1891655.43610026,-758378.986278139 1891641.8331799,-758383.06129162 1891601.35922457,-758384.504211305 1891587.87585204,-758387.883360219 1891552.06367573,-758398.242984653 1891444.9855707,-758401.696198298 1891409.29282681,-758404.77987029 1891374.80340399,-758414.379732767 1891271.25546351,-758417.632565399 1891236.78198551,-758429.214811853 1891120.36421745,-758434.517835858 1891057.83210844,-758436.785849411 1891045.55209548,-758438.722073352 1891023.22325025,-758438.96419588 1891020.65724201,-758447.982955539 1890917.84218303,-758451.034674322 1890882.78686886,-758462.790724035 1890751.86538701,-758466.494064646 1890707.19159111,-758484.627417515 1890529.4847819,-758501.517909392 1890363.14146305,-758506.519072104 1890363.50079938,-758516.151819536 1890365.42280742,-758560.572335483 1890374.0042108,-758581.221368992 1890374.03930685,-758631.813018701 1890374.19877845,-758643.453351631 1890372.93359527,-758664.207342594 1890370.95276126,-758684.624330055 1890372.54201156,-758746.002483436 1890377.77233623,-758766.483061458 1890379.59292576,-758786.868512956 1890381.51715248,-758848.00362141 1890387.51326795,-758868.463110859 1890389.55725679,-758888.848537088 1890391.48174213,-758950.247872262 1890397.39102314,-758970.707335137 1890399.43527221,-758975.983639396 1890400.49626508,-758991.801944815 1890403.79072653,-758997.067719797 1890404.96320247,-759003.268769917 1890389.90309161,-759019.128033297 1890389.14936278,-759031.720269427 1890388.64989834,-759100.464943129 1890417.09037457,-759127.398026787 1890428.30084005,-759139.380416567 1890437.87444739,-759143.631681823 1890440.75214341,-759152.757013065 1890443.52752616,-759160.212079305 1890446.82036271,-759164.242061461 1890452.04102521,-759170.495886393 1890468.05226343,-759173.669196579 1890472.40407511,-759180.0254427 1890478.29470389,-759190.125960019 1890488.81610961,-759193.912743456 1890493.90125692,-759203.656722856 1890513.61899071,-759207.32926393 1890525.33435517,-759210.337090677 1890541.37665106,-759210.665198386 1890542.42072026,-759213.946088768 1890552.86088949,-759217.490177822 1890559.61149489,-759222.292401823 1890566.59349722,-759227.580853418 1890572.94614194,-759243.76157443 1890586.85592193,-759267.516162612 1890612.73707641,-759277.656534704 1890616.50891316,-759278.640547554 1890618.7404851,-759277.638296322 1890625.73707631,-759279.628091618 1890632.67859505,-759284.176244561 1890638.73612702,-759300.535956184 1890650.74945144,-759314.771221383 1890665.37614541,-759326.826717388 1890674.16903357,-759331.237045501 1890678.97546838,-759343.516780055 1890695.33099019,-759346.913139238 1890703.64351397,-759353.460338735 1890712.92907963,-759366.608813485 1890735.44499928,-759374.361799581 1890746.4202998,-759384.251706269 1890761.87474217,-759392.215963432 1890772.4198658,-759397.979688925 1890778.25472205,-759403.838269903 1890783.08546274,-759418.335090859 1890789.52016811,-759424.509855428 1890791.00405981,-759432.620016515 1890794.58430817,-759470.708050913 1890815.06680442,-759483.059590882 1890825.23860678,-759495.031101549 1890837.62571685,-759499.884919202 1890841.34851618,-759515.006724432 1890852.90777819,-759537.763982109 1890872.16717502,-759559.970631215 1890889.1234198,-759571.919444046 1890896.33073677,-759577.523337824 1890898.43619867,-759593.065993418 1890902.83144593,-759610.817993685 1890906.42252917,-759615.015631335 1890908.05742979,-759699.893432313 1890918.33025787,-759829.884891563 1890934.3316924,-759955.623361948 1890938.45209868,-760015.590484607 1890940.51994613,-760024.734763318 1890936.76958831,-760040.528604573 1890930.3837963,-760039.811283115 1890937.97001626,-760037.712236295 1890961.0715774,-760037.068949963 1890968.77736246,-760035.613198645 1890984.17303632,-760032.839216126 1891015.3150812,-760031.404563528 1891030.4876167,-760030.022846515 1891046.00285303,-760026.868914588 1891080.26059378,-760011.310515654 1891251.11915266,-760008.798057129 1891268.66599762,-760007.161831888 1891280.55526758,-760008.357734718 1891389.73907965,-759991.467849466 1891563.84830679,-759988.25057679 1891598.77538732,-759978.820762524 1891703.91529071,-759975.677514319 1891738.96191873,-759972.523715506 1891774.12010991,-759963.13634755 1891879.71412115,-759960.056569123 1891914.99185917,-759958.305430811 1891933.51117086,-759953.284543833 1891989.31641853,-759951.607429453 1892007.95528994,-759964.506713015 1892021.33154623,-759988.264505365 1892046.20257272,-759997.30493343 1892057.97577288,-760000.932020525 1892064.7346725,-760001.799192235 1892066.39258761,-760004.189753906 1892074.49780329,-760004.92126908 1892085.71041922)))",08031003800,031
