WKT,TRI_FACILITY_ID,FACILITY_NAME,CLASSIFICATION,total_ppy,total_tpy
"POINT (-756608.914424118 1981571.14526085)",80525GLNTT4380S,AVAGO TECHNOLOGIES INC FORT COLLINS COLORADO,TRI,325.4161979376,0.1627080989688
"POINT (-756242.406053747 1985172.85013693)",80525LFRGW3000S,MARTIN MARIETTA RIGDEN READY MIX,PBT,0.000744279712,3.72139856e-007
"POINT (-756242.406053747 1985172.85013693)",80525LFRGW3000S,MARTIN MARIETTA RIGDEN READY MIX,TRI,1.1026186468,0.0005513093234
"POINT (-759561.464303508 1985103.57264289)",80525WDWRD1000E,WOODWARD INC,PBT,1.3180541132,0.0006590270566
"POINT (-759561.464303508 1985103.57264289)",80525WDWRD1000E,WOODWARD INC,TRI,0.0310410496,1.55205248e-005
"POINT (-745083.624719987 1973083.93202834)",80528MSKTW23HWA,MUSKET WINDSOR TRANSLOADING FACILITY,TRI,2.45594668,0.00122797334
"POINT (-756363.762499135 1984872.7306944)",8052WDRKRD3EAST,AGGREGATE INDUSTRIES WCR INC DRAKE READY MIX PLANT,PBT,0.000881848,4.40924e-007
"POINT (-756363.762499135 1984872.7306944)",8052WDRKRD3EAST,AGGREGATE INDUSTRIES WCR INC DRAKE READY MIX PLANT,TRI,0,0
"POINT (-757172.900804707 1986206.64101271)",8052WDVNCD2424M,ADVANCED ENERGY INDUSTRIES INC,PBT,0,0
"POINT (-756652.228900694 1997850.6075268)",8052WNTNLN2EAST,NATIONAL INSTITUTE OF STANDARDS & TECHNOLOGY WWV/WWVB,PBT,0.000220462,1.10231e-007
"POINT (-751728.397363828 1964556.71260129)",80534LVLND2593W,JOHNSTOWN READY MIX,TRI,0,0
"POINT (-759990.187463005 1967799.99790106)",80537LLWTH715DE,ALLWEATER WOOD LLC,TRI,0,0
"POINT (-762202.169512882 1966576.31385914)",80537MTLCS5118T,METAL CASTINGS OF COLORADO INC,TRI,0,0
"POINT (-762725.401340589 1975148.48296527)",80538RCKRB6724N,DESIGNS BY RICKER,PBT,0.0003747854,1.873927e-007
"POINT (-755656.622536855 1972940.22678893)",80539HCHCX5600L,HACH CO LOVELAND,PBT,0.013158605163,6.5793025815e-006
"POINT (-766707.316274338 1968403.23953562)",8053WLVLND644NC,LOVELAND READY MIX,TRI,0,0
"POINT (-762680.045287871 1971673.74716346)",8053WQBCRW38W37,"QG, LLC",TRI,7.38988624,0.00369494312
"POINT (-765561.031923201 1972154.09972046)",8053WWDWRD38WIL,WOODWARD INC,TRI,2.2928048,0.0011464024
"POINT (-778204.700856957 1947484.63878817)",80540STHWS5134U,CEMEX CONSTRUCTION MATERIALS SOUTH LLC,PBT,15.398928322514,0.007699464161257
"POINT (-778204.700856957 1947484.63878817)",80540STHWS5134U,CEMEX CONSTRUCTION MATERIALS SOUTH LLC,TRI,4.1954800448,0.0020977400224
"POINT (-757780.378983855 1949550.70551238)",80542BLDRS5983R,BOULDER SCIENTIFIC CO MEAD FACILITY,TRI,245.49766472,0.12274883236
"POINT (-753595.362722566 2019135.96649151)",80549RWHDN2700E,RAWHIDE ENERGY STATION,Dioxin,0.00345463954,1.72731977e-006
"POINT (-753595.362722566 2019135.96649151)",80549RWHDN2700E,RAWHIDE ENERGY STATION,PBT,43.550945328,0.021775472664
"POINT (-753595.362722566 2019135.96649151)",80549RWHDN2700E,RAWHIDE ENERGY STATION,TRI,7668.169029202,3.834084514601
"POINT (-745061.032320844 1973144.82076044)",80550CRSTR2HWAR,CARESTREAM HEALTH COLORADO,TRI,580.682137046,0.290341068523
"POINT (-743710.233120354 1972745.94351933)",80550FRNTR31375,FRONT RANGE ENERGY,TRI,61.1773011058,0.0305886505529
"POINT (-743995.542861731 1973960.12426767)",80550MTLCN12011,METAL CONTAINER CORPORTION - WINDSOR CAN PLANT,PBT,0.0149252774,7.4626387e-006
"POINT (-743995.542861731 1973960.12426767)",80550MTLCN12011,METAL CONTAINER CORPORTION - WINDSOR CAN PLANT,TRI,3297.44792938,1.64872396469
"POINT (-746676.969512295 1975544.48661848)",80550NVRSL15WAL,UFP WINDSOR LLC,TRI,1.15301626,0.00057650813
"POINT (-742760.33267132 1973275.0856627)",80550VSTSB1114E,VESTAS BLADES AMERICA INC WINDSOR,TRI,878.3316311,0.43916581555
"POINT (-744685.310427289 1973874.69347279)",80551KDKCLCOUNT,KODAK ALARIS COLORADO,TRI,518.00412906,0.25900206453
"POINT (-743518.872150035 1973594.35405261)",8055WHXCLW31815,HEXCEL CORP,TRI,364.2590449784,0.1821295224892
"POINT (-745565.442193255 1918175.89777405)",80601LLTCC1095S,INTERTAPE POLYMER GROUP BRIGHTON FACILITY,TRI,885.504582732,0.442752291366
"POINT (-747206.955102754 1917302.52673295)",80601RDYMX14585,READY MIXED CONCRETE PLANT 3,PBT,0.00028770291,1.43851455e-007
"POINT (-747206.955102754 1917302.52673295)",80601RDYMX14585,READY MIXED CONCRETE PLANT 3,TRI,0,0
"POINT (-750577.051139242 1909863.5012525)",80601SSHCN10300,SASHCO INC,TRI,23.39961401338,0.01169980700669
"POINT (-746562.702761501 1921751.67627461)",8060WBSTWY11723,BESTWAY CONCRETE CO-BRIGHTON,TRI,0,0
"POINT (-745324.152802298 1921725.41916216)",8060WCMCCT455ID,CMC REBAR BRIGHTON,TRI,0,0
"POINT (-744813.777268467 1924736.03419766)",8060WGGRGT1857H,AGGREGATE INDUSTRIES WCR INC - BRIGHTON READY MIX,PBT,0.000440924,2.20462e-007
"POINT (-744813.777268467 1924736.03419766)",8060WGGRGT1857H,AGGREGATE INDUSTRIES WCR INC - BRIGHTON READY MIX,TRI,0,0
"POINT (-750535.599624478 1909860.74696048)",8060WJPNTN121E1,E J PAINTING & FIBERGLASS,TRI,32.95686438,0.01647843219
"POINT (-745019.686195716 1923140.5095548)",8060WRCKYM975US,MARTIN MARIETTA BRIGHTON READY MIX,PBT,0.000340834252,1.70417126e-007
"POINT (-743981.648037406 1924778.15051418)",8060WVSTSB15BEA,VESTAS BLADES AMERICA INC BRIGHTON,TRI,419.33415634,0.20966707817
"POINT (-729341.982754135 1981183.24902432)",8061WMLTCH1CHRI,MULTI-CHEM GROUP EATON CO FACILITY,TRI,2.86821062,0.00143410531
"POINT (-742855.849749791 1932141.87583502)",80621GLDNL1405E,GOLDEN ALUMINUM,Dioxin,0.005286459179848,2.643229589924e-006
"POINT (-742855.849749791 1932141.87583502)",80621GLDNL1405E,GOLDEN ALUMINUM,PBT,0.4006455926,0.0002003227963
"POINT (-742855.849749791 1932141.87583502)",80621GLDNL1405E,GOLDEN ALUMINUM,TRI,996.49044462,0.49824522231
"POINT (-729848.670433419 1964850.46849236)",80631BRDNN45025,SOUTHERN FOODS GROUP LLC D/B/A MEADOW GOLD DAIRIES,TRI,0.0220462,1.10231e-005
"POINT (-733558.839428235 1970478.6194873)",80631LFRGW925N3,MARTIN MARIETTA GREELEY 35TH AVE,PBT,0.009268883866,4.634441933e-006
"POINT (-733558.839428235 1970478.6194873)",80631LFRGW925N3,MARTIN MARIETTA GREELEY 35TH AVE,TRI,0,0
"POINT (-730011.663609335 1969992.72644732)",80631MNFRT100NO,SWIFT BEEF CO,TRI,334.07488708,0.16703744354
"POINT (-739907.732586556 1971896.63706399)",80631WNSBR11133,OWENS-BROCKWAY GLASS CONTAINER INC PLANT 28,PBT,0.8331038518,0.0004165519259
"POINT (-728895.485264069 1966985.07297316)",80631WSTRN13021,LEPRINO FOODS CO - GREELEY,TRI,775.68893314,0.38784446657
"POINT (-730074.431305113 1972658.84040475)",8063WBGRMN196CU,BIG R MANUFACTURING,TRI,0.09259404,4.629702e-005
"POINT (-739978.628293595 1971463.01000444)",8063WBSTWY3279W,BESTWAY CONCRETE CO-GREELEY,TRI,0,0
"POINT (-730534.363362746 1970711.12586027)",8063WFLRDC139N1,FCT COS INC,PBT,0,0
"POINT (-730534.363362746 1970711.12586027)",8063WFLRDC139N1,FCT COS INC,TRI,0.1048958196,5.24479098e-005
"POINT (-729779.51498053 1965162.48203073)",8063WTHMSP23494,THOMAS PETROLEUM LLC GREELEY,PBT,6.61386e-005,3.30693e-008
"POINT (-729779.51498053 1965162.48203073)",8063WTHMSP23494,THOMAS PETROLEUM LLC GREELEY,TRI,4.34530602,0.00217265301
"POINT (-751735.547325099 1906720.6231391)",80640DLTRC9155B,ROCKY MOUNTAIN PETROLEUM CORP,TRI,2.29941866,0.00114970933
"POINT (-751283.916362714 1908660.20832118)",80640MNRLF10121,BORAL ROOFING LLC,PBT,0.0368612464,1.84306232e-005
"POINT (-751849.017743058 1907654.12207028)",80640NYXNV9131E,VEOLIA ES TECHNICAL SOLUTIONS LLC,TRI,43.428588918,0.021714294459
"POINT (-751943.285969855 1906457.60479013)",80640PRNML9200E,LAND O'LAKES PURINA FEED LLC - DENVER,TRI,0,0
"POINT (-752204.824501309 1907873.17939205)",80640SNCLR8581E,SINCLAIR DENVER PRODUCTS TERMINAL,PBT,0.001763696,8.81848e-007
"POINT (-752204.824501309 1907873.17939205)",80640SNCLR8581E,SINCLAIR DENVER PRODUCTS TERMINAL,TRI,65.28761668,0.03264380834
"POINT (-752383.806526672 1907704.26675216)",80640THNLM851E9,ETHANOL MANAGEMENT CO LLC,PBT,0.0003747854,1.873927e-007
"POINT (-752383.806526672 1907704.26675216)",80640THNLM851E9,ETHANOL MANAGEMENT CO LLC,TRI,22.1123386,0.0110561693
"POINT (-726875.88090509 1929970.38630986)",80642CHMCLHUDSO,CHEMICAL & METAL INDUSTRIES INC,PBT,0,0
"POINT (-726875.88090509 1929970.38630986)",80642CHMCLHUDSO,CHEMICAL & METAL INDUSTRIES INC,TRI,46.26881409172,0.02313440704586
"POINT (-726446.987508821 1930407.53480337)",80642DPCND23500,DPC INDUSTRIES INC,TRI,2.64333938,0.00132166969
"POINT (-752172.041157667 1906588.21801891)",8064WCNYNS952YS,SOUTHERN COUNTIES OIL CO LP DBA CSO,TRI,0.0220462,1.10231e-005
"POINT (-742870.581183754 1946730.42307495)",8065WLDCST427NF,OLDCASTLE PRECAST INC,PBT,7.936632e-006,3.968316e-009
"POINT (-654198.675198826 1942013.88554946)",80701DRYFR2301E,DAIRY FARMERS OF AMERICA INC,TRI,27.3130812724,0.0136565406362
"POINT (-654082.443545721 1941686.14211157)",80701LPRNF2400E,LEPRINO FOODS CO,TRI,272.9540022,0.1364770011
"POINT (-657750.588917806 1943287.07228349)",80701WSTRN18317,WESTERN SUGAR COOPERATIVE,Dioxin,0.000227957708,1.13978854e-007
"POINT (-657750.588917806 1943287.07228349)",80701WSTRN18317,WESTERN SUGAR COOPERATIVE,PBT,3.038186822,0.001519093411
"POINT (-657750.588917806 1943287.07228349)",80701WSTRN18317,WESTERN SUGAR COOPERATIVE,TRI,1138.9287382,0.5694643691
"POINT (-654997.002298149 1941450.95485488)",80701XCLCR1505E,CARGILL MEAT SOLUTIONS CORP,TRI,16530.35540024,8.26517770012
"POINT (-647119.897983576 1937794.80538757)",80723PBLCS14940,PUBLIC SERVICE CO OF COLORADO PAWNEE STATION,Dioxin,0.00312174192,1.56087096e-006
"POINT (-647119.897983576 1937794.80538757)",80723PBLCS14940,PUBLIC SERVICE CO OF COLORADO PAWNEE STATION,PBT,8.48995634608,0.00424497817304
"POINT (-647119.897983576 1937794.80538757)",80723PBLCS14940,PUBLIC SERVICE CO OF COLORADO PAWNEE STATION,TRI,2023.562716494,1.011781358247
"POINT (-733011.808941612 1970081.73782583)",8073WNLCGR29WES,NALCO COMPANY-GREELEY,TRI,0.000220462,1.10231e-007
"POINT (-595384.119748486 1974578.4222839)",80751FRRBT219RI,CARGILL ANIMAL NUTRITION,TRI,0,0
"POINT (-603043.564094905 1980133.85009942)",80751KGLRLPOBOX,KUGLER OIL CO,TRI,26.45544,0.01322772
"POINT (-602504.817797379 1981199.41008299)",80751STRLN45ANG,STERLING ETHANOL LLC,TRI,94.91881179,0.047459405895
"POINT (-563790.807154099 1921366.08508521)",80759YMTHN3848C,YUMA ETHANOL LLC,TRI,190.4809096498,0.0952404548249
"POINT (-749860.387280265 1768203.33880112)",80817RYNXN14020,COLORADO SPRINGS UTILITIES RAY NIXON POWER PLANT,Dioxin,0.015656770316,7.828385158e-006
"POINT (-749860.387280265 1768203.33880112)",80817RYNXN14020,COLORADO SPRINGS UTILITIES RAY NIXON POWER PLANT,PBT,135.9398233908,0.0679699116954
"POINT (-749860.387280265 1768203.33880112)",80817RYNXN14020,COLORADO SPRINGS UTILITIES RAY NIXON POWER PLANT,TRI,8249.217794554,4.124608897277
"POINT (-759250.667943474 1809278.40887397)",80840SRFRC8034E,US DOD USAF ACADEMY,PBT,47.032040308,0.023516020154
"POINT (-759250.667943474 1809278.40887397)",80840SRFRC8034E,US DOD USAF ACADEMY,TRI,0.74516156,0.00037258078
"POINT (-787515.252024308 1781684.43830168)",80860CRPPL2755S,CRIPPLE CREEK & VICTOR GOLD MINING CO,PBT,41656.7476848556,20.8283738424278
"POINT (-787515.252024308 1781684.43830168)",80860CRPPL2755S,CRIPPLE CREEK & VICTOR GOLD MINING CO,TRI,199.599901402,0.099799950701
"POINT (-758632.500753392 1790510.12718725)",80903MRTND700SC,COLORADO SPRINGS UTILITIES MARTIN DRAKE POWER PLANT,Dioxin,0.015006186954,7.503093477e-006
"POINT (-758632.500753392 1790510.12718725)",80903MRTND700SC,COLORADO SPRINGS UTILITIES MARTIN DRAKE POWER PLANT,PBT,81.9304694296,0.0409652347148
"POINT (-758632.500753392 1790510.12718725)",80903MRTND700SC,COLORADO SPRINGS UTILITIES MARTIN DRAKE POWER PLANT,TRI,4055.975659516,2.027987829758
"POINT (-756645.995401316 1786348.83842157)",80906HNYWL1150E,ATMEL CORP,TRI,361.18950846,0.18059475423
"POINT (-755467.854905962 1786140.83788689)",80906LCTRN3025J,ELECTRONICS METAL FINISHING CORP,TRI,0,0
"POINT (-755422.919528365 1786355.04819352)",80906VXCRP2435E,AVX CORP,PBT,0,0
"POINT (-753327.48018881 1785208.85168258)",80907LFRGW3390D,LAFARGE WEST INC. DRENNAN PLA NT,PBT,0.0003086468,1.543234e-007
"POINT (-753327.48018881 1785208.85168258)",80907LFRGW3390D,LAFARGE WEST INC. DRENNAN PLA NT,TRI,1.0168368826,0.0005084184413
"POINT (-757294.080011977 1796636.43788554)",80907MNSTN115TA,MANSTONE LLC,TRI,12.6044077874,0.0063022038937
"POINT (-757477.303689469 1797974.61591782)",80907MXCRM4230N,QUALTEK MANUFACTURING INC,TRI,6.688376156,0.003344188078
"POINT (-759502.325498171 1798417.25771789)",80907RFLXT4350C,AEROFLEX COLORADO SPRINGS DOING BUSINESS AS COBHAM,PBT,0,0
"POINT (-757979.301291026 1797383.2381658)",80907SNTND3801N,SINTON DAIRY FOODS CO,TRI,0,0
"POINT (-758536.804494408 1798868.58771299)",80907WSTRN4607F,WESTERN FORGE CORP,PBT,8.81848e-005,4.40924e-008
"POINT (-756576.393707302 1796668.69762609)",8090WDMNDM355NS,DIAMOND MATERIALSTECHNOLOGY INC,TRI,112.34523058,0.05617261529
"POINT (-759007.813236206 1796383.06910911)",8090WLFRGF13WFI,LAFARGE FILLMORE ASPHALT,PBT,0,0
"POINT (-744678.109123745 1794512.08415307)",8090WRCKYM2725C,MARTIN MARIETTA - CAPITAL FACILITY,PBT,0.00304127329,1.520636645e-006
"POINT (-753786.60201583 1784903.28603397)",8090WRCKYMHWY85,MARTIN MARIETTA - HWY 85 FACILITY,PBT,0.00431554365,2.157771825e-006
"POINT (-751053.575584179 1784361.50637788)",80911SCHLG3899H,SCHLAGE LOCK CO LLC,PBT,0.47210775906184,0.00023605387953092
"POINT (-751053.575584179 1784361.50637788)",80911SCHLG3899H,SCHLAGE LOCK CO LLC,TRI,77.57616856,0.03878808428
"POINT (-753581.671796019 1782041.28821963)",80913FRTCRCOMMA,US ARMY FORT CARSON (CANTONMENT),PBT,1360.72673792,0.68036336896
"POINT (-753581.671796019 1782041.28821963)",80913FRTCRCOMMA,US ARMY FORT CARSON (CANTONMENT),TRI,3757.43748314,1.87871874157
"POINT (-744759.727651312 1795483.34859886)",80915XLSNN3445N,WEATHERFORD ARTIFICIAL LIFT SYSTEMS LLC,PBT,4.5228505060904,0.0022614252530452
"POINT (-744759.727651312 1795483.34859886)",80915XLSNN3445N,WEATHERFORD ARTIFICIAL LIFT SYSTEMS LLC,TRI,279.906075703361,0.139953037851681
"POINT (-750277.040825715 1788060.69589379)",80916NCRMD1635A,DPIX LLC,TRI,62.61782186,0.03130891093
"POINT (-751661.038309392 1788256.3534461)",80916QLTYC1635S,QUALITY CONCEPTS MANUFACTURING INC,PBT,0,0
"POINT (-736843.181054515 1727167.88666414)",81001BFGDR50WIL,GOODRICH CARBON OPERATIONS,PBT,0,0
"POINT (-736843.181054515 1727167.88666414)",81001BFGDR50WIL,GOODRICH CARBON OPERATIONS,TRI,70.5147707,0.03525738535
"POINT (-745900.019554752 1722323.16730216)",81001CLRDX29550,AIRGAS USA LLC,TRI,2.42949124,0.00121474562
"POINT (-733421.511106515 1726896.09017619)",81001DNPTC1DANE,MARS PETCARE US INC.,TRI,0,0
"POINT (-737637.968468823 1726967.32352884)",81001SHLND250WI,KMG ELECTRONIC CHEMICALS INC,TRI,44.02185216,0.02201092608
"POINT (-744055.202331073 1727924.12637217)",81001SMMTP13THE,SUMMIT PRESSED BRICK & TILE CO,TRI,0,0
"POINT (-737039.058114757 1727437.57097317)",81001TRNCX101WI,TRANE CO,TRI,2.98946472,0.00149473236
"POINT (-744683.532934206 1723447.32365692)",81002HRSHC11HAR,HARSCO METALS - PUEBLO,PBT,0.0023589434,1.1794717e-006
"POINT (-744683.532934206 1723447.32365692)",81002HRSHC11HAR,HARSCO METALS - PUEBLO,TRI,1.9008674564,0.0009504337282
"POINT (-744640.107631608 1729741.05509733)",81003BRLBS27NFW,BEST BLOCK PUBB,PBT,4.52608486e-005,2.26304243e-008
"POINT (-745289.030577629 1722672.48856464)",81004CFSTL225CA,EVRAZ ROCKY MOUNTAIN STEEL,Dioxin,0.10634425494,5.317212747e-005
"POINT (-745289.030577629 1722672.48856464)",81004CFSTL225CA,EVRAZ ROCKY MOUNTAIN STEEL,PBT,84.2252583876,0.0421126291938
"POINT (-745289.030577629 1722672.48856464)",81004CFSTL225CA,EVRAZ ROCKY MOUNTAIN STEEL,TRI,3035.0783078,1.5175391539
"POINT (-746915.06209206 1731884.74951512)",81004DVSWR2100S,DAVIS WIRE PUEBLO LLC,PBT,33.474068232,0.016737034116
"POINT (-747735.544415983 1713674.24060097)",81004GCCRG3372L,GCC RIO GRANDE INC,Dioxin,0.003841979589514,1.920989794757e-006
"POINT (-747735.544415983 1713674.24060097)",81004GCCRG3372L,GCC RIO GRANDE INC,PBT,0.59551856826,0.00029775928413
"POINT (-747735.544415983 1713674.24060097)",81004GCCRG3372L,GCC RIO GRANDE INC,TRI,1003.95662878988,0.501978314394942
"POINT (-742457.664893243 1718960.99028773)",81006PBLCS2005L,PUBLIC SERVICE CO OF COLORADO COMANCHE STATION,Dioxin,0.008131299946,4.065649973e-006
"POINT (-742457.664893243 1718960.99028773)",81006PBLCS2005L,PUBLIC SERVICE CO OF COLORADO COMANCHE STATION,PBT,175.1210355092,0.0875605177546
"POINT (-742457.664893243 1718960.99028773)",81006PBLCS2005L,PUBLIC SERVICE CO OF COLORADO COMANCHE STATION,TRI,26964.2510400296,13.4821255200148
"POINT (-747904.046144128 1736147.91047672)",81007LFRGW630ST,LAFARGE PUEBLO WEST READY MIX,PBT,0.0001763696,8.81848e-008
"POINT (-747697.920076096 1736277.66523207)",81007NTRST646NS,INTERSTATE CHEMICAL CO INC,TRI,20.581670934,0.010290835467
"POINT (-747974.127344602 1735561.15638241)",8100WLTFLS1739E,ALTA FUELS LLC - PUEBLO PLANT,TRI,61.03270008,0.03051635004
"POINT (-734053.013399789 1726945.83119205)",8100WNLSTL319LC,O'NEAL MANUFACTURING SERVICES,TRI,0.00551155,2.755775e-006
"POINT (-720106.104577683 1727161.04823988)",8100WSRMYP45825,US ARMY PUEBLO CHEMICAL DEPOT,PBT,48.49833307,0.024249166535
"POINT (-746945.40058848 1715605.70414456)",8100WVSTST1TWER,VESTAS TOWERS AMERICA,TRI,1603.7097689756,0.8018548844878
"POINT (-651458.822825816 1687618.06676334)",81050PHLLP31601,PHILLIPS 66 CO LA JUNTA TERMINAL,PBT,0,0
"POINT (-651458.822825816 1687618.06676334)",81050PHLLP31601,PHILLIPS 66 CO LA JUNTA TERMINAL,TRI,28.491627032,0.014245813516
"POINT (-573950.757337723 1694125.95808473)",81052CFMRC500EC,CF MAIER COMPOSITES INC,TRI,248.17186878,0.12408593439
"POINT (-573630.728468203 1693945.2373153)",81052FBRGL800ST,SUTRAK,TRI,40.43052618,0.02021526309
"POINT (-573796.930317079 1693834.34832795)",81052RNCHM700EA,DRAGON ESP LLC,PBT,0.125883802,6.2941901e-005
"POINT (-573796.930317079 1693834.34832795)",81052RNCHM700EA,DRAGON ESP LLC,TRI,0,0
"POINT (-625971.042268944 1684590.51255546)",8105WMNTNP3FIFT,"MOUNTAIN PRAIRIE, LLC",TRI,0,0
"POINT (-862771.769454256 1647800.85980953)",8110WTLFLS615ST,ALTA FUELS INC,TRI,67.47680434,0.03373840217
"POINT (-838406.205671335 1613958.95304006)",81152CLRDG04MIL,COLORADO AGGREGATE CO,TRI,0,0
"POINT (-798632.552590384 1750449.0824347)",81212TLCRP550HW,BLACK HILLS ENERGY - WN CLARK STAT ION,PBT,12.86616232,0.00643308116
"POINT (-798632.552590384 1750449.0824347)",81212TLCRP550HW,BLACK HILLS ENERGY - WN CLARK STAT ION,TRI,961.19006918,0.48059503459
"POINT (-780941.300935547 1743362.80384157)",81226HLNMN3500S,HOLCIM (US) INC PORTLAND PLANT,Dioxin,0.00058863354,2.9431677e-007
"POINT (-780941.300935547 1743362.80384157)",81226HLNMN3500S,HOLCIM (US) INC PORTLAND PLANT,PBT,30.17038233033,0.015085191165165
"POINT (-780941.300935547 1743362.80384157)",81226HLNMN3500S,HOLCIM (US) INC PORTLAND PLANT,TRI,1061.07400047066,0.53053700023533
"POINT (-787216.726732028 1742993.74190679)",81226SDJBP5880S,FCC FLORENCE,PBT,17.78826968446,0.00889413484223
"POINT (-1081314.63924699 1760863.47733559)",81424TRSTT30739,TRI-STATE GENERATION & TRANSMISSION-NUCLA STATION,PBT,69.84568616696,0.03492284308348
"POINT (-1081314.63924699 1760863.47733559)",81424TRSTT30739,TRI-STATE GENERATION & TRANSMISSION-NUCLA STATION,TRI,668.85525256,0.33442762628
"POINT (-989150.102217481 1827526.9638911)",81428BWN2MOLDST,BOWIE NO 2 MINE,PBT,57.031873430708,0.028515936715354
"POINT (-1072833.16255108 1852396.96182467)",81501CPCNC1328W,CAPCO LLC,PBT,0.166178523588,8.3089261794e-005
"POINT (-1072966.33491561 1852865.78584846)",81501PBDYB610S1,ABC INDUSTRIES INC,TRI,187.78512236,0.09389256118
"POINT (-1076998.08145713 1856223.64349237)",81503CLRDC56924,TOTAL PETROCHEMICALS & REFINING USA INC (TOTAL CRAY VALLEY),TRI,155.0068322,0.0775034161
"POINT (-1078609.45225822 1857651.53140498)",81505CLTTT2306H,MINOVA USA INC,TRI,155.42571,0.077712855
"POINT (-1076491.88745477 1855704.17559985)",81505CRSCR2449R,COORSTEK,TRI,87.50357242,0.04375178621
"POINT (-1078273.74805067 1859110.02413318)",8150WMLTCH73123,MULTI-CHEM GROUP GRAND JUNCTION CO FACILITY,TRI,1.98856724,0.00099428362
"POINT (-1079899.83391989 1858622.98154411)",8150WSNCRN223RA,"SUNCOR ENERGY U.S.A, INC. - GRAND JUNCTION PRODUCTS TERMINAL",TRI,1.82101612,0.00091050806
"POINT (-1051798.17102642 1859869.25265432)",81526PBLCS4MILE,PUBLIC SERVICE COMPANY OF COLORADO CAMEO STATION,PBT,6.696312788,0.003348156394
"POINT (-1051798.17102642 1859869.25265432)",81526PBLCS4MILE,PUBLIC SERVICE COMPANY OF COLORADO CAMEO STATION,TRI,336.25525626,0.16812762813
"POINT (-950358.854404356 1877013.62670647)",81623LFRGW14156,LAFARGE POWERS READY MIX,PBT,0.0001763696,8.81848e-008
"POINT (-950358.854404356 1877013.62670647)",81623LFRGW14156,LAFARGE POWERS READY MIX,TRI,1.1324912478,0.0005662456239
"POINT (-968952.604500595 1992620.95933462)",81625TRPPR65MIL,TRAPPER MINING INC,PBT,178.765250323,0.0893826251615
"POINT (-968952.604500595 1992620.95933462)",81625TRPPR65MIL,TRAPPER MINING INC,TRI,15178.195484947,7.5890977424735
"POINT (-972140.65321933 1998174.73190462)",81626TRSTT2201R,TRI-STATE GENERATION & TRANSMISSION-CRAIG STATION,Dioxin,0.0072201305,3.61006525e-006
"POINT (-972140.65321933 1998174.73190462)",81626TRSTT2201R,TRI-STATE GENERATION & TRANSMISSION-CRAIG STATION,PBT,193.360609426468,0.096680304713234
"POINT (-972140.65321933 1998174.73190462)",81626TRSTT2201R,TRI-STATE GENERATION & TRANSMISSION-CRAIG STATION,TRI,16778.32223936,8.38916111968
"POINT (-926829.168323805 1900800.29985806)",81637LFRGW11589,LAFARGE GYPSUM RANCH READY MIX,PBT,0.0001763696,8.81848e-008
"POINT (-926829.168323805 1900800.29985806)",81637LFRGW11589,LAFARGE GYPSUM RANCH READY MIX,TRI,1.0842982546,0.0005421491273
"POINT (-937968.058159515 1996815.3237057)",81639PBLCS12795,PUBLIC SERVICE CO OF COLORADO HAYDEN STATION,Dioxin,0.00262570242,1.31285121e-006
"POINT (-937968.058159515 1996815.3237057)",81639PBLCS12795,PUBLIC SERVICE CO OF COLORADO HAYDEN STATION,PBT,142.24198539672,0.07112099269836
"POINT (-937968.058159515 1996815.3237057)",81639PBLCS12795,PUBLIC SERVICE CO OF COLORADO HAYDEN STATION,TRI,8053.9370523788,4.0269685261894
"POINT (-990688.684316818 1981644.05553037)",81641CLWYC5731S,COLOWYO COAL CO LP,PBT,0.02545895176,1.272947588e-005
"POINT (-998681.426758019 1895267.8006508)",81650CHMPN717BU,NALCO COMPANY-RIFLE,TRI,3.37968246,0.00168984123
"POINT (-1003816.85165594 1896552.74825007)",8165WSMNSP23899,"SIMONS PETROLEUM, INC., RIFLE BULK PLANT",TRI,0,0
